key	nodeType
AFF4	TF
AHR	TF
ATF1	TF
ATF2	TF
ATF5	TF
BARX2	TF
BATF	TF
BATF3	TF
BCAT1	TF
BRD4	TF
BTAF1	TF
C17orf49	TF
CBFA2T3	TF
CBX4	TF
CHD4	TF
CHD8	TF
CIITA	TF
CLOCK	TF
CREB3	TF
DEK	TF
E2F2	TF
E2F3	TF
E2F8	TF
ELF2	TF
ELK3	TF
ERG	TF
ETS1	TF
ETV1	TF
FOXK1	TF
FUS	TF
GABPA	TF
GAPDH	TF
GPS2	TF
GTF2I	TF
HEXIM1	TF
HIF1A	TF
HJURP	TF
HOXA1	TF
IKZF1	TF
INO80	TF
IRF2	TF
IRF8	TF
JMJD1C	TF
KDM5A	TF
LEF1	TF
LMO2	TF
LYL1	TF
MAFB	TF
MAZ	TF
MBD3	TF
MBD4	TF
MED1	TF
MEF2D	TF
MEIS3	TF
MRE11A	TF
MXD3	TF
MYBL1	TF
MYBL2	TF
NCAPG2	TF
NFAT5	TF
NFE2	TF
NFIC	TF
NFYC	TF
NIPBL	TF
NR1H3	TF
NR2C2	TF
NR2F6	TF
PHF20	TF
PRDM4	TF
RAC3	TF
RFX7	TF
RUNX1	TF
RUNX2	TF
RUNX3	TF
SIRT6	TF
SNAPC1	TF
SOX11	TF
STAT2	TF
TAF7	TF
TCF12	TF
TDRD3	TF
TEAD1	TF
TEAD2	TF
TOP2B	TF
TRIM28	TF
TRRAP	TF
XRN2	TF
YAP1	TF
MAN1A2	Glycogene
STT3B	Glycogene
NEU3	Glycogene
MAN2A1	Glycogene
CSGALNACT2	Glycogene
UGCG	Glycogene
STT3B	Glycogene
MAN1A1	Glycogene
MAN1A2	Glycogene
MAN2A1	Glycogene
FUT11	Glycogene
SLC35F5	Glycogene
ACER2	Glycogene
NEU3	Glycogene
STT3B	Glycogene
GANAB	Glycogene
SLC35A3	Glycogene
UGCG	Glycogene
MAN1A1	Glycogene
SLC35D1	Glycogene
MGAT1	Glycogene
TSTA3	Glycogene
POMGNT1	Glycogene
UGP2	Glycogene
GALK2	Glycogene
NAGK	Glycogene
CHST11	Glycogene
TPST2	Glycogene
CHSY1	Glycogene
FKRP	Glycogene
GCNT1	Glycogene
UGCG	Glycogene
FUT11	Glycogene
MAN2A2	Glycogene
GNB1	Glycogene
ALG10	Glycogene
TSTA3	Glycogene
LFNG	Glycogene
HS3ST3B1	Glycogene
LAMP3	Glycogene
NEU3	Glycogene
GANAB	Glycogene
FUT11	Glycogene
ST8SIA4	Glycogene
FUT11	Glycogene
AGA	Glycogene
STT3B	Glycogene
B3GNT5	Glycogene
CHSY1	Glycogene
MOGS	Glycogene
ST3GAL2	Glycogene
POFUT1	Glycogene
GANAB	Glycogene
COG3	Glycogene
ALG10B	Glycogene
FUT11	Glycogene
CHSY1	Glycogene
CHSY3	Glycogene
XYLT1	Glycogene
UST	Glycogene
GLCE	Glycogene
CHSY1	Glycogene
CHSY3	Glycogene
GALNT5	Glycogene
GLCE	Glycogene
NDST1	Glycogene
B4GALNT4	Glycogene
COG3	Glycogene
GPI	Glycogene
GALK1	Glycogene
GANAB	Glycogene
NEU3	Glycogene
XYLT2	Glycogene
CHSY1	Glycogene
PIGA	Glycogene
UGCG	Glycogene
SLC35B4	Glycogene
MFNG	Glycogene
RTF1	Glycogene
MAN2A1	Glycogene
LAMP3	Glycogene
SGSH	Glycogene
HK3	Glycogene
ST8SIA4	Glycogene
MGAT4A	Glycogene
NAAA	Glycogene
NAGA	Glycogene
GALNT6	Glycogene
FUT11	Glycogene
STT3B	Glycogene
CSGALNACT2	Glycogene
ALG10	Glycogene
ALG10B	Glycogene
XYLT1	Glycogene
GLCE	Glycogene
ST8SIA4	Glycogene
MFNG	Glycogene
FUT7	Glycogene
RENBP	Glycogene
NPL	Glycogene
TPST2	Glycogene
NDST2	Glycogene
PIGQ	Glycogene
DPM2	Glycogene
SLC35E3	Glycogene
FUT11	Glycogene
GANAB	Glycogene
B4GALT3	Glycogene
ST3GAL2	Glycogene
NEU3	Glycogene
MGAT1	Glycogene
CHSY1	Glycogene
SLC35E1	Glycogene
FKRP	Glycogene
GALNT1	Glycogene
B4GALNT1	Glycogene
NDST2	Glycogene
CHSY1	Glycogene
COG5	Glycogene
SULT1A2	Glycogene
FUT11	Glycogene
STT3B	Glycogene
GAL3ST2	Glycogene
ST3GAL3	Glycogene
MAN2A1	Glycogene
ACER2	Glycogene
MAN2A2	Glycogene
NAAA	Glycogene
STT3B	Glycogene
FKTN	Glycogene
FUT11	Glycogene
SLC35D1	Glycogene
TSTA3	Glycogene
POFUT1	Glycogene
UGCG	Glycogene
FUT11	Glycogene
SLC35A3	Glycogene
SLC35E3	Glycogene
GNS	Glycogene
MGAT5	Glycogene
SLC35E3	Glycogene
DPM2	Glycogene
NEU3	Glycogene
CHSY1	Glycogene
CSGALNACT2	Glycogene
CHST11	Glycogene
CHST15	Glycogene
TPST1	Glycogene
TPST2	Glycogene
LFNG	Glycogene
LFNG	Glycogene
DPM2	Glycogene
TSTA3	Glycogene
MGAT2	Glycogene
NEU4	Glycogene
LAMP3	Glycogene
SLC35A4	Glycogene
FUT11	Glycogene
GLCE	Glycogene
NEU3	Glycogene
SLC35D1	Glycogene
ALG5	Glycogene
FUT11	Glycogene
MAN2A1	Glycogene
FUT1	Glycogene
GAL3ST3	Glycogene
MAN1A1	Glycogene
FKRP	Glycogene
FUT11	Glycogene
ST3GAL2	Glycogene
STT3B	Glycogene
UGCG	Glycogene
EXTL2	Glycogene
