key	nodeType
AHR	TF
AR	TF
ARID3A	TF
ATF4	TF
BATF	TF
BCL3	TF
BMI1	TF
CBX4	TF
CBX8	TF
CEBPA	TF
CEBPG	TF
CREB3L4	TF
DDIT3	TF
E2F1	TF
E2F8	TF
EGLN2	TF
ERF	TF
ESR1	TF
FOXA1	TF
FOXA2	TF
FOXP1	TF
GATA4	TF
GATA6	TF
HEYL	TF
HNF1B	TF
HNF4A	TF
HSF1	TF
IRF1	TF
IRF3	TF
IRF5	TF
IRF8	TF
JMJD6	TF
KAT2B	TF
LEO1	TF
LMNA	TF
MBD3	TF
MXD3	TF
MYBL2	TF
NCAPG	TF
NFIC	TF
NR2F1	TF
NR5A2	TF
PBX3	TF
PCGF6	TF
PDX1	TF
PHF8	TF
PPARA	TF
PPARG	TF
RAC3	TF
RBCK1	TF
RING1	TF
SCML2	TF
SFMBT1	TF
SIX5	TF
SND1	TF
SREBF2	TF
STAT1	TF
STAT4	TF
TAT	TF
TBL1X	TF
TBX3	TF
TCF7	TF
TCF7L1	TF
USF1	TF
WDR5	TF
ZBTB33	TF
GCNT4	Glycogene
MAN2A1	Glycogene
ACER2	Glycogene
UGCG	Glycogene
MAN1A2	Glycogene
SLC35A3	Glycogene
GNE	Glycogene
NEU3	Glycogene
LAMP2	Glycogene
PIGK	Glycogene
UGT1A3	Glycogene
UGT1A4	Glycogene
SULT1B1	Glycogene
UGT1A5	Glycogene
ST3GAL6	Glycogene
PGM1	Glycogene
CTBS	Glycogene
ARSD	Glycogene
UGT1A1	Glycogene
MAN1C1	Glycogene
COG3	Glycogene
PAPSS2	Glycogene
RPN2	Glycogene
MGAT4A	Glycogene
UXS1	Glycogene
GAL3ST1	Glycogene
POFUT2	Glycogene
GNPDA1	Glycogene
SLC17A5	Glycogene
B4GALT3	Glycogene
SULT1C2	Glycogene
PIGC	Glycogene
SLC35D2	Glycogene
SLC35A2	Glycogene
CHPF2	Glycogene
ALG12	Glycogene
B4GALT4	Glycogene
NANS	Glycogene
B4GALT3	Glycogene
SGSH	Glycogene
FUT1	Glycogene
CHST12	Glycogene
NAGK	Glycogene
GALNT6	Glycogene
ST6GALNAC4	Glycogene
CHST2	Glycogene
CHST11	Glycogene
ALG10B	Glycogene
MAN1A2	Glycogene
ALG10	Glycogene
CSGALNACT2	Glycogene
STT3B	Glycogene
COG5	Glycogene
UGCG	Glycogene
GALNT1	Glycogene
SLC35A3	Glycogene
FKTN	Glycogene
NEU3	Glycogene
SLC35E3	Glycogene
B4GALT6	Glycogene
PAPSS1	Glycogene
B4GALT3	Glycogene
MOGS	Glycogene
NEU1	Glycogene
XYLT2	Glycogene
B4GALT3	Glycogene
MAN1B1	Glycogene
CHST13	Glycogene
FUT1	Glycogene
B4GALT3	Glycogene
SLC35B1	Glycogene
FUT1	Glycogene
PIGX	Glycogene
DPM2	Glycogene
SLC35C2	Glycogene
RPN1	Glycogene
RPN2	Glycogene
MOGS	Glycogene
B4GALT3	Glycogene
SLC35B2	Glycogene
ALG6	Glycogene
B3GAT3	Glycogene
B4GALT4	Glycogene
PIGC	Glycogene
GANAB	Glycogene
MOGS	Glycogene
DPM2	Glycogene
MOGS	Glycogene
PIGW	Glycogene
GNE	Glycogene
LAMP2	Glycogene
GALNT4	Glycogene
PIGM	Glycogene
FKTN	Glycogene
POFUT1	Glycogene
MGAT2	Glycogene
GFPT1	Glycogene
RTF1	Glycogene
SLC35A1	Glycogene
PIGV	Glycogene
ST3GAL3	Glycogene
PIGC	Glycogene
B3GALNT2	Glycogene
FAM20B	Glycogene
EXTL3	Glycogene
PIGC	Glycogene
UXS1	Glycogene
B4GALT5	Glycogene
ALG2	Glycogene
PIGG	Glycogene
MOGS	Glycogene
CHSY1	Glycogene
GAL3ST4	Glycogene
B3GALT4	Glycogene
GAL3ST1	Glycogene
A4GNT	Glycogene
SLC35A3	Glycogene
POFUT1	Glycogene
SLC35D1	Glycogene
NEU3	Glycogene
PIGO	Glycogene
MAN2A1	Glycogene
HS3ST3B1	Glycogene
STT3B	Glycogene
GNE	Glycogene
PIGV	Glycogene
SLC35A5	Glycogene
GANAB	Glycogene
MAN1A2	Glycogene
NAGA	Glycogene
SLC35E3	Glycogene
ACER2	Glycogene
GCNT4	Glycogene
TSTA3	Glycogene
GPAA1	Glycogene
DPM2	Glycogene
B4GALT2	Glycogene
ALG3	Glycogene
B4GALT3	Glycogene
MAN1B1	Glycogene
SGSH	Glycogene
HK3	Glycogene
LAMP3	Glycogene
ST8SIA4	Glycogene
CHST11	Glycogene
HPSE	Glycogene
GCNT1	Glycogene
B3GAT3	Glycogene
B3GALT6	Glycogene
MAN1B1	Glycogene
DPM2	Glycogene
CHST12	Glycogene
ST6GALNAC4	Glycogene
XYLT2	Glycogene
ST8SIA4	Glycogene
COG1	Glycogene
SLC35B1	Glycogene
NANS	Glycogene
B4GALT3	Glycogene
DPM2	Glycogene
SGSH	Glycogene
SLC35E4	Glycogene
NEU1	Glycogene
RPN2	Glycogene
GNPDA1	Glycogene
NAGK	Glycogene
MAN1B1	Glycogene
CHST12	Glycogene
SLC35A3	Glycogene
NEU3	Glycogene
FPGT	Glycogene
MAN1A1	Glycogene
STT3B	Glycogene
CSGALNACT2	Glycogene
CTBS	Glycogene
SLC35A5	Glycogene
PIGK	Glycogene
ACER2	Glycogene
GNE	Glycogene
SLC35D1	Glycogene
MGAT2	Glycogene
SLC35F5	Glycogene
HS3ST3B1	Glycogene
GALNT1	Glycogene
UGT1A1	Glycogene
UGP2	Glycogene
PIGV	Glycogene
SLC35E3	Glycogene
DAD1	Glycogene
DPM2	Glycogene
NANS	Glycogene
DPM2	Glycogene
DAD1	Glycogene
MAN1B1	Glycogene
RPN2	Glycogene
RPN1	Glycogene
ALG3	Glycogene
SLC35A2	Glycogene
B4GALT3	Glycogene
MOGS	Glycogene
NANS	Glycogene
GNPDA1	Glycogene
GAL3ST1	Glycogene
PIGC	Glycogene
DPM1	Glycogene
ALG10	Glycogene
ALG6	Glycogene
RPN1	Glycogene
RPN2	Glycogene
PIGX	Glycogene
B4GALT3	Glycogene
MOGS	Glycogene
PIGC	Glycogene
UXS1	Glycogene
COG1	Glycogene
