TF	gene	ctype	RP	cor	clst	BP
AFF4	MAN1A2	PCPG	0.807225681769379	0.623042519175116	1	0.502935922312444
AFF4	STT3B	PCPG	0.972675542194546	0.55290510594378	1	0.537797273705999
AFF4	NEU3	PCPG	0.870356452651922	0.675771558092	1	0.588162136104015
AFF4	FUT11	PCPG	0.963066351728581	0.472824965090159	1	0.455361814135573
AFF4	MAN2A1	PCPG	0.685795576551428	0.579693602898023	1	0.397551308622624
AFF4	ACER2	PCPG	0.842441485935151	0.605132252646065	1	0.509788514106436
AFF4	COG5	PCPG	0.954316083315439	0.46601299253233	1	0.44472369380756
AFF4	UGCG	PCPG	0.779954906592227	0.604494768583167	1	0.471478660765774
AFF4	GANAB	PCPG	0.999355808460382	0.453617469087082	1	0.453325252551273
AFF4	CSGALNACT2	PCPG	0.7210113807172	0.596703296703297	1	0.430229867834549
AFF4	SLC35E3	PCPG	0.792731372127979	0.515461518223949	1	0.408622516620842
ARID3A	DDOST	PCPG	0.94347219239854	0.461376560824075	5	0.435295955361988
ASH2L	FUT10	PCPG	0.939177582134421	0.512585756784652	2	0.481409051693552
ASH2L	KHK	PCPG	0.989370839596307	0.478548155343736	2	0.473461590239696
ATF1	SLC35E3	PCPG	0.622664805668886	0.410472952461903	3	0.255587061177025
ATF1	NEU3	PCPG	0.618799656431179	0.436518729888896	3	0.270117640081023
ATF1	COG3	PCPG	0.555024694009019	0.48578106975897	3	0.269620489598346
ATF1	CSGALNACT2	PCPG	0.615471333476487	0.440985165847044	3	0.27141372806723
ATF1	NDST2	PCPG	0.64601674898003	0.488409932608828	3	0.315520996833511
ATF1	OGT	PCPG	0.694438479707966	0.486975087527574	3	0.338174239438302
ATF1	GNE	PCPG	0.615471333476487	0.475852508449194	3	0.292873577913357
ATF2	MAN1A2	PCPG	0.776841314150741	0.797927670855848	1	0.619863180424897
ATF2	MAN2A1	PCPG	0.883723427098991	0.69554570659543	1	0.614670035536503
ATF2	FUT11	PCPG	0.95216877818338	0.738431182077591	1	0.703111116411329
ATF2	SLC35F5	PCPG	0.937191324887267	0.56378078643272	1	0.528370462182866
ATF2	ACER2	PCPG	0.748711616920764	0.777886386173679	1	0.582412573972745
ATF2	NEU3	PCPG	0.64564097058192	0.834414020601866	1	0.538731878128551
ATF2	FUT10	PCPG	0.903961777968649	0.579416347924635	1	0.523770232054054
ATF2	GANAB	PCPG	0.982714193686923	0.565982636148382	1	0.556199169923356
ATF2	GBA	PCPG	0.99602748550569	0.473367332483355	1	0.471486873893932
ATF3	B3GNT5	PCPG	0.877925703242431	0.509655353854249	4	0.447439534943762
ATF4	PMM1	PCPG	0.773620356452652	0.460844312225528	4	0.35651854109309
ATF4	B4GALT7	PCPG	0.967790423019111	0.437872624612956	4	0.423768932602661
ATF5	TSTA3	PCPG	0.950614633098932	0.419415943172849	6	0.3987029329351
BATF3	HK3	PCPG	0.987868377261259	0.498532774775869	4	0.49248476322939
BATF3	MGAT1	PCPG	0.980782650705889	0.428211199481918	4	0.419982115289824
BATF3	CHSY1	PCPG	0.938697729346717	0.525792807560764	4	0.493560514564124
BMI1	ALG10B	PCPG	0.875671032853769	0.468206747212272	1	0.409995085920474
BMI1	ALG10	PCPG	0.812540261971226	0.433466901422703	1	0.352209309637859
BMI1	COG5	PCPG	0.974447068928495	0.419840932548115	1	0.409112766137717
BMI1	UGCG	PCPG	0.948464676830578	0.419871288932062	1	0.398233086367386
BMI1	SLC35B4	PCPG	0.884958127549925	0.425604597980289	1	0.376642248105275
BMI1	SLC35E3	PCPG	0.802072149452437	0.520207232914415	1	0.417243733464369
BMI1	GNE	PCPG	0.847272922482285	0.53226883613624	1	0.450976972339397
BMI1	GNPDA1	PCPG	0.755099849688641	0.497344828284055	1	0.375545005080713
BRD1	ALG12	PCPG	0.96956194975306	0.658911622447534	7	0.638855637375183
