TF	gene	ctype	RP	cor	clst	BP
AFF4	MAN1A2	MESO	0.794986042516642	0.661022521782015	1	0.525503678605855
AFF4	STT3B	MESO	0.970904015460597	0.579762010141757	1	0.562893263658139
AFF4	NEU3	MESO	0.900418724500752	0.578016919789072	1	0.52045725765633
AFF4	MAN2A1	MESO	0.706194975305991	0.60085484136117	1	0.424320669857537
AFF4	CSGALNACT2	MESO	0.735398325101997	0.470276558884154	1	0.345840593738138
AHR	UGCG	MESO	0.999087444307263	0.535198978236953	2	0.534710579362616
ATF1	STT3B	MESO	0.699001503113592	0.552321096624894	2	0.386073276742148
ATF1	MAN1A1	MESO	0.578806098346575	0.470605344023065	2	0.272389243035038
ATF2	MAN1A2	MESO	0.834979600601245	0.611907080261511	1	0.51092992948183
ATF2	MAN2A1	MESO	0.928655786987331	0.675337320906941	1	0.627155911228751
ATF2	FUT11	MESO	0.930480996349581	0.661326015756395	1	0.615351290052909
ATF2	SLC35F5	MESO	0.949377281511703	0.511147080767334	1	0.485271425991534
ATF2	ACER2	MESO	0.713281082241787	0.565851869649338	1	0.403611433972018
ATF2	NEU3	MESO	0.668992913893064	0.732950593710087	1	0.490338753425762
ATF2	STT3B	MESO	0.511434399828216	0.671417190404532	1	0.343385847808889
ATF2	GANAB	MESO	0.982714193686923	0.492583366001087	1	0.484068665343349
ATF2	SLC35A3	MESO	0.629911960489586	0.440711187546631	1	0.277609248157192
ATF2	UGCG	MESO	0.513366974447069	0.478824972495858	1	0.2458129274199
ATF2	MAN1A1	MESO	0.597058191969079	0.552599299434742	1	0.329933938603887
ATF2	SLC35D1	MESO	0.521204638179085	0.584440875580116	1	0.304613295093802
ATF5	MGAT1	MESO	0.95190294701809	0.447388054982992	3	0.425870007999001
ATF5	TSTA3	MESO	0.950614633098932	0.472780384172789	3	0.449431951436788
ATF5	POMGNT1	MESO	0.926727145847872	0.474727803841728	3	0.439943142708873
BARX2	UGP2	MESO	0.92769338128724	0.549134409893903	10	0.509428357495648
BARX2	GALK2	MESO	0.953298620430512	0.418581418581419	10	0.399033088871513
BATF	NAGK	MESO	0.809587717414645	0.685504369048673	11	0.554975917415882
BATF3	CHST11	MESO	0.943689945783456	0.416760454735138	6	0.393292650933691
BATF3	TPST2	MESO	0.993773149390735	0.602397602397602	6	0.598646562520093
BATF3	CHSY1	MESO	0.938697729346717	0.412132171625842	6	0.386867533695909
BCAT1	GCNT1	MESO	0.948413763487036	0.417114531038582	12	0.395597162187432
BRD4	UGCG	MESO	0.691754348292892	0.542583998280201	2	0.375334840124472
BRD4	FUT11	MESO	0.86085462744256	0.544910785417114	2	0.469088971169682
BRD4	MAN2A2	MESO	0.956731801589006	0.548046889819042	2	0.524333888251823
BRD4	GNB1	MESO	0.840401546059695	0.438662603219565	2	0.368652729944293
BTAF1	ALG10	MESO	0.981748886145257	0.411120525044576	4	0.403617117533966
C17orf49	TSTA3	MESO	0.950668312845563	0.446856940527826	3	0.424812733734918
CBFA2T3	LFNG	MESO	0.992216436738419	0.45522831598781	6	0.451685017591856
CBFA2T3	HS3ST3B1	MESO	0.982285683611573	0.507808647049153	6	0.498813164010545
CBX4	LAMP3	MESO	0.924526276235976	0.470276558884154	7	0.434783035786236
CHD4	NEU3	MESO	0.956089967255355	0.505583024570366	1	0.483382857406345
