key	nodeType
AHR	TF
ARID2	TF
ARID3A	TF
ASCL2	TF
ATF1	TF
ATF2	TF
ATF7	TF
ATRX	TF
AUTS2	TF
BACH1	TF
BARX2	TF
BATF3	TF
BRCA1	TF
BRD1	TF
BRD4	TF
BRD7	TF
C17orf96	TF
CBFA2T3	TF
CBFB	TF
CBX3	TF
CBX8	TF
CDK12	TF
CDK8	TF
CDX2	TF
CEBPA	TF
CEBPB	TF
CHD1	TF
CHD2	TF
CHD4	TF
CIITA	TF
CLOCK	TF
CPSF3L	TF
CREBBP	TF
CTBP1	TF
CTNNB1	TF
DCP1A	TF
DICER1	TF
E2F1	TF
E2F4	TF
E2F6	TF
E2F7	TF
EED	TF
EHMT2	TF
ELF1	TF
EP400	TF
ERCC6	TF
FOSL2	TF
FOXA1	TF
FOXD2	TF
FOXO1	TF
FOXP3	TF
GABPA	TF
GAPDH	TF
GATAD1	TF
GLI1	TF
GTF2B	TF
GTF2I	TF
H2AFX	TF
HCFC1	TF
HDAC3	TF
HEYL	TF
HNF1B	TF
HNF4A	TF
HSF1	TF
INO80	TF
IRF1	TF
IRF3	TF
IRF4	TF
JARID2	TF
JMJD1C	TF
JMJD6	TF
KDM2B	TF
KDM4C	TF
KDM5A	TF
KDM5B	TF
KDM6B	TF
KLF4	TF
KLF5	TF
LEF1	TF
MAFK	TF
MAX	TF
MAZ	TF
MBD2	TF
MBD3	TF
MED1	TF
MED12	TF
MEIS3	TF
MRE11A	TF
MXD3	TF
MYBL2	TF
MYC	TF
MYH11	TF
MZF1	TF
NCOR2	TF
NFYA	TF
NIPBL	TF
NOTCH1	TF
NPAT	TF
NR2C2	TF
NR2F2	TF
PDX1	TF
PHF20	TF
PHF8	TF
PIAS1	TF
POLR2B	TF
POLR3A	TF
PRDM1	TF
PRDM4	TF
RB1	TF
RBBP5	TF
RBL1	TF
RBL2	TF
RCOR1	TF
RELA	TF
REST	TF
RFX7	TF
RNF2	TF
RUNX1	TF
RUNX2	TF
RUNX3	TF
RYBP	TF
SCML2	TF
SETDB1	TF
SMAD1	TF
SMARCC1	TF
SMC1A	TF
SPDEF	TF
SRC	TF
SREBF2	TF
STAT1	TF
STAT3	TF
STAT5B	TF
SUMO2	TF
SVIL	TF
TAF1	TF
TAF3	TF
TBP	TF
TCF12	TF
TCF21	TF
TCF7	TF
TCF7L2	TF
TDRD3	TF
TEAD1	TF
TEAD4	TF
TFDP1	TF
THAP11	TF
TRIM28	TF
TTF2	TF
WDR5	TF
XBP1	TF
YAP1	TF
YY1	TF
ZBTB2	TF
ZBTB33	TF
UGCG	Glycogene
RTF1	Glycogene
RPN2	Glycogene
POFUT1	Glycogene
DPM1	Glycogene
B4GALT5	Glycogene
LFNG	Glycogene
NEU1	Glycogene
SLC35A5	Glycogene
FUT11	Glycogene
UGGT1	Glycogene
UGCG	Glycogene
MGAT5	Glycogene
LIPA	Glycogene
CSGALNACT2	Glycogene
CHST2	Glycogene
NDST1	Glycogene
CSGALNACT2	Glycogene
GALNT11	Glycogene
CSGALNACT2	Glycogene
UGCG	Glycogene
MAN1A2	Glycogene
FUT8	Glycogene
HK3	Glycogene
MGAT1	Glycogene
ST8SIA4	Glycogene
CHST11	Glycogene
DSE	Glycogene
HAS1	Glycogene
CSGALNACT2	Glycogene
ST3GAL6	Glycogene
PIGW	Glycogene
ALG12	Glycogene
MAN2A2	Glycogene
SLC35E1	Glycogene
DPM1	Glycogene
PIGW	Glycogene
KHK	Glycogene
SLC35F2	Glycogene
HS3ST3B1	Glycogene
DPM1	Glycogene
ALG5	Glycogene
DPM1	Glycogene
ALG5	Glycogene
PIGX	Glycogene
RFNG	Glycogene
NEU1	Glycogene
GANAB	Glycogene
SLC35E1	Glycogene
NEU3	Glycogene
UGGT2	Glycogene
COG5	Glycogene
POFUT1	Glycogene
ALG5	Glycogene
DPM1	Glycogene
RPN2	Glycogene
LAMP1	Glycogene
POFUT1	Glycogene
DPM1	Glycogene
NEU1	Glycogene
COG1	Glycogene
B3GNT8	Glycogene
DPM1	Glycogene
POFUT1	Glycogene
CTSA	Glycogene
NEU1	Glycogene
DPM1	Glycogene
POFUT1	Glycogene
RPN2	Glycogene
UGGT1	Glycogene
NDST2	Glycogene
MAN2A2	Glycogene
RTF1	Glycogene
NDST1	Glycogene
NEU3	Glycogene
GANAB	Glycogene
UGGT1	Glycogene
LAMP3	Glycogene
A4GALT	Glycogene
FUT11	Glycogene
B3GALT6	Glycogene
RFNG	Glycogene
B3GAT3	Glycogene
POMGNT1	Glycogene
MAN1A2	Glycogene
SLC35E1	Glycogene
CHST3	Glycogene
NDST1	Glycogene
B3GAT3	Glycogene
MGAT5	Glycogene
B4GALT5	Glycogene
GLCE	Glycogene
STT3B	Glycogene
MGAT2	Glycogene
PIGW	Glycogene
ALG3	Glycogene
DPM1	Glycogene
DPM2	Glycogene
SLC35C2	Glycogene
RPN2	Glycogene
POFUT1	Glycogene
COG4	Glycogene
ALG3	Glycogene
DPM1	Glycogene
DPM1	Glycogene
ALG10	Glycogene
STT3A	Glycogene
ALG8	Glycogene
DPAGT1	Glycogene
STT3A	Glycogene
COG4	Glycogene
COG3	Glycogene
SLC35B3	Glycogene
ALG11	Glycogene
ALG5	Glycogene
COG5	Glycogene
POFUT1	Glycogene
DPM1	Glycogene
MAN2A2	Glycogene
NDST1	Glycogene
MAN1A2	Glycogene
NDST2	Glycogene
UGCG	Glycogene
FUT11	Glycogene
NDST1	Glycogene
HS3ST3B1	Glycogene
GNPNAT1	Glycogene
FUT8	Glycogene
CTSA	Glycogene
COG6	Glycogene
SULF2	Glycogene
ST8SIA4	Glycogene
HK3	Glycogene
CHST11	Glycogene
LIPA	Glycogene
ST8SIA1	Glycogene
CSGALNACT2	Glycogene
ST3GAL5	Glycogene
MAN1C1	Glycogene
ST6GALNAC5	Glycogene
DSEL	Glycogene
NAGK	Glycogene
ST3GAL6	Glycogene
FUT11	Glycogene
UGCG	Glycogene
B4GALNT1	Glycogene
SLC35A5	Glycogene
PIGK	Glycogene
GPI	Glycogene
POFUT1	Glycogene
SLC35C2	Glycogene
