key	nodeType
AFF4	TF
ARNT2	TF
ASCL1	TF
ATF2	TF
ATF3	TF
ATF4	TF
ATF7	TF
ATRX	TF
BACH1	TF
BACH2	TF
BATF3	TF
BCAT1	TF
BCL6	TF
BMI1	TF
BRCA1	TF
BRD2	TF
BRD3	TF
BRD4	TF
BRD7	TF
C17orf49	TF
C17orf96	TF
CASP8AP2	TF
CBFB	TF
CBX3	TF
CBX4	TF
CBX6	TF
CBX7	TF
CBX8	TF
CCNT2	TF
CDK8	TF
CDK9	TF
CEBPA	TF
CEBPD	TF
CEBPZ	TF
CHD1	TF
CHD2	TF
CHD5	TF
CHD8	TF
CIITA	TF
CPSF3L	TF
CREBBP	TF
CSNK2A1	TF
CTBP1	TF
CTNNB1	TF
DAXX	TF
DCP1A	TF
DEK	TF
DNMT3A	TF
DOT1L	TF
DR1	TF
E2F1	TF
E2F2	TF
E2F3	TF
E2F4	TF
E2F6	TF
E2F7	TF
E2F8	TF
EBNA1BP2	TF
EGR2	TF
ELK3	TF
EP400	TF
EPAS1	TF
ERCC3	TF
ERF	TF
ERG	TF
ETS1	TF
ETV1	TF
ETV4	TF
EZH1	TF
EZH2	TF
FANCD2	TF
FLI1	TF
FOSL1	TF
FOXK1	TF
FOXM1	TF
FOXO3	TF
FUS	TF
GABPA	TF
GAPDH	TF
GATAD1	TF
GMEB2	TF
GTF2B	TF
GTF2F1	TF
GTF2I	TF
GTF3C2	TF
H2AFX	TF
HBP1	TF
HCFC1	TF
HDAC2	TF
HDAC3	TF
HDAC6	TF
HIF1A	TF
HINFP	TF
HIRA	TF
HOXA1	TF
IKZF1	TF
INO80	TF
INTS3	TF
IRF5	TF
IRF8	TF
JARID2	TF
JMJD1C	TF
JMJD6	TF
JUN	TF
JUND	TF
KDM1A	TF
KDM2B	TF
KDM4A	TF
KDM5C	TF
KLF15	TF
LIN9	TF
LYL1	TF
MAF	TF
MAFB	TF
MAFF	TF
MAZ	TF
MBD3	TF
MBD4	TF
MECP2	TF
MED12	TF
MEF2A	TF
MEF2B	TF
MEF2C	TF
MITF	TF
MLLT1	TF
MXD3	TF
MYBL1	TF
MYBL2	TF
MZF1	TF
NCAPG	TF
NCOR1	TF
NCOR2	TF
NEUROD2	TF
NFIC	TF
NOTCH1	TF
NR2C2	TF
NR2F1	TF
NRF1	TF
PAX6	TF
PBX1	TF
PCGF1	TF
PCGF2	TF
PHF6	TF
POLR2B	TF
POLR3D	TF
POU2F2	TF
PPARA	TF
PRKDC	TF
RAC3	TF
RARA	TF
RB1	TF
RBBP5	TF
RBCK1	TF
RBL1	TF
RBL2	TF
RELA	TF
REST	TF
RFX1	TF
RFX2	TF
RFX5	TF
RFX7	TF
RING1	TF
RLF	TF
RNF2	TF
RXRA	TF
SATB1	TF
SCML2	TF
SETDB1	TF
SFMBT1	TF
SFPQ	TF
SIRT6	TF
SMAD1	TF
SMAD3	TF
SMAD4	TF
SMARCA4	TF
SMARCB1	TF
SMC1A	TF
SNAPC1	TF
SOX10	TF
SOX11	TF
SOX2	TF
SOX4	TF
SOX9	TF
SP2	TF
STAT3	TF
STAT5B	TF
SUMO2	TF
SUPT5H	TF
TAF1	TF
TAF7	TF
TAL1	TF
TBP	TF
TCF12	TF
TCF7L1	TF
TEAD1	TF
TERF2	TF
TET2	TF
TFE3	TF
THAP1	TF
THAP11	TF
TP53	TF
TRIM28	TF
TRRAP	TF
UBE2I	TF
UBTF	TF
USF1	TF
USF2	TF
VEZF1	TF
WDR5	TF
WWTR1	TF
XRN2	TF
ZBTB10	TF
ZBTB17	TF
ZBTB33	TF
MAN1A2	Glycogene
STT3B	Glycogene
NEU3	Glycogene
FUT11	Glycogene
ACER2	Glycogene
UGGT1	Glycogene
SLC35E1	Glycogene
GFPT1	Glycogene
RTF1	Glycogene
POMT1	Glycogene
MAN1A2	Glycogene
MAN2A1	Glycogene
FUT11	Glycogene
SLC35F5	Glycogene
ACER2	Glycogene
NEU3	Glycogene
UGGT1	Glycogene
FUT10	Glycogene
STT3B	Glycogene
COG5	Glycogene
GANAB	Glycogene
RTF1	Glycogene
SLC35A3	Glycogene
FAM20B	Glycogene
FKTN	Glycogene
SLC35E1	Glycogene
STT3A	Glycogene
COG8	Glycogene
EXTL2	Glycogene
TPST1	Glycogene
PMM1	Glycogene
NDST1	Glycogene
UGGT1	Glycogene
MAN2A1	Glycogene
MAN2A2	Glycogene
SLC35E1	Glycogene
FKTN	Glycogene
CSGALNACT2	Glycogene
UGCG	Glycogene
MAN1A2	Glycogene
FUT11	Glycogene
MAN1A1	Glycogene
ACER2	Glycogene
CHSY1	Glycogene
B3GNT2	Glycogene
B4GALT5	Glycogene
UGDH	Glycogene
GCNT1	Glycogene
GFPT1	Glycogene
NDST2	Glycogene
GALNT2	Glycogene
B4GALT1	Glycogene
STT3A	Glycogene
HAS3	Glycogene
DSEL	Glycogene
UGGT1	Glycogene
GNE	Glycogene
XYLT1	Glycogene
RPN1	Glycogene
ST3GAL2	Glycogene
CSGALNACT2	Glycogene
ALG13	Glycogene
PIGW	Glycogene
UGGT1	Glycogene
GANAB	Glycogene
ALG10B	Glycogene
RTF1	Glycogene
SLC35B4	Glycogene
FAM20B	Glycogene
MAN1A2	Glycogene
ALG9	Glycogene
B3GALNT2	Glycogene
COG1	Glycogene
FUT11	Glycogene
RTF1	Glycogene
GANAB	Glycogene
NEU3	Glycogene
FKTN	Glycogene
STT3A	Glycogene
UGGT1	Glycogene
ALG9	Glycogene
COG1	Glycogene
RTF1	Glycogene
POMT1	Glycogene
XYLT1	Glycogene
SLC35E1	Glycogene
FUT11	Glycogene
ST3GAL2	Glycogene
UGGT1	Glycogene
GANAB	Glycogene
POMT2	Glycogene
NDST1	Glycogene
B3GAT3	Glycogene
TSTA3	Glycogene
SLC35B1	Glycogene
B4GALNT1	Glycogene
B4GALT2	Glycogene
B3GALT6	Glycogene
ALG10B	Glycogene
DDOST	Glycogene
PMM2	Glycogene
DPM1	Glycogene
ALG5	Glycogene
ALG8	Glycogene
PIGF	Glycogene
B4GALT3	Glycogene
EXTL2	Glycogene
SLC35B1	Glycogene
PIGC	Glycogene
ALG9	Glycogene
PIGY	Glycogene
GNPDA1	Glycogene
DDOST	Glycogene
GLA	Glycogene
GALE	Glycogene
RPN1	Glycogene
MGAT3	Glycogene
UGGT1	Glycogene
ST6GAL1	Glycogene
GAA	Glycogene
GALNT6	Glycogene
GM2A	Glycogene
GBA	Glycogene
RFNG	Glycogene
B4GALT2	Glycogene
ALG9	Glycogene
COG4	Glycogene
COG7	Glycogene
PIGW	Glycogene
NEU3	Glycogene
COG3	Glycogene
EXTL2	Glycogene
DPM2	Glycogene
PIGQ	Glycogene
RFNG	Glycogene
B4GALNT4	Glycogene
HYAL1	Glycogene
MGAT1	Glycogene
NAGK	Glycogene
HPSE	Glycogene
GM2A	Glycogene
LIPA	Glycogene
ST6GAL1	Glycogene
MGAT4A	Glycogene
GALNT6	Glycogene
MGAT1	Glycogene
RTF1	Glycogene
STT3A	Glycogene
OGT	Glycogene
RTF1	Glycogene
SLC35D1	Glycogene
B3GALNT2	Glycogene
COG3	Glycogene
PIGW	Glycogene
UGGT1	Glycogene
GANAB	Glycogene
POFUT1	Glycogene
MAN1A2	Glycogene
B3GNT4	Glycogene
RTF1	Glycogene
MAN2B1	Glycogene
MAN1A1	Glycogene
DSE	Glycogene
B4GALT1	Glycogene
GALNT2	Glycogene
NAGA	Glycogene
NDST2	Glycogene
B3GALT6	Glycogene
RFNG	Glycogene
PIGQ	Glycogene
MOGS	Glycogene
COG4	Glycogene
ST3GAL3	Glycogene
B4GALNT4	Glycogene
COG8	Glycogene
COG1	Glycogene
GANAB	Glycogene
STT3A	Glycogene
MOGS	Glycogene
UGCG	Glycogene
SLC35A3	Glycogene
PIGN	Glycogene
B4GALT3	Glycogene
