key	nodeType
ARID2	TF
ATF1	TF
ATRX	TF
BACH1	TF
BCAT1	TF
BMI1	TF
BRCA1	TF
BRD1	TF
BRD2	TF
BRD3	TF
BRD4	TF
BTAF1	TF
CASP8AP2	TF
CBX3	TF
CBX6	TF
CBX8	TF
CDK12	TF
CDK8	TF
CDK9	TF
CEBPA	TF
CEBPZ	TF
CENPA	TF
CHD1	TF
CHD2	TF
CHD4	TF
CHD8	TF
CIITA	TF
CPSF3L	TF
CREB3	TF
CREB3L2	TF
CREM	TF
CSNK2A1	TF
CTNNB1	TF
DCP1A	TF
DEK	TF
DR1	TF
E2F1	TF
E2F4	TF
E2F7	TF
EGR2	TF
EHF	TF
ELF1	TF
ELK3	TF
EP400	TF
ERCC3	TF
ERCC6	TF
ETS1	TF
EZH2	TF
FOSL2	TF
FOXA1	TF
FOXM1	TF
FOXP3	TF
GABPA	TF
GAPDH	TF
GATA6	TF
GATAD1	TF
GRHL3	TF
GTF2I	TF
HCFC1	TF
HDAC6	TF
HECTD1	TF
HIF1A	TF
HINFP	TF
HOXA13	TF
INO80	TF
INTS3	TF
IRF1	TF
IRF3	TF
JMJD6	TF
KAT2B	TF
KDM2B	TF
KDM4C	TF
KDM5A	TF
KDM5B	TF
KLF11	TF
KLF4	TF
KLF5	TF
LARP7	TF
LMNB1	TF
LYL1	TF
MBD3	TF
MBD4	TF
MECOM	TF
MED1	TF
MED12	TF
MEF2B	TF
MEIS3	TF
MRE11A	TF
MYBL2	TF
MYH11	TF
NCAPG	TF
NFYA	TF
NIPBL	TF
NPAT	TF
NR1H2	TF
NR2C2	TF
NR2F1	TF
PBX1	TF
PBX3	TF
PHF20	TF
PHF8	TF
POLR2B	TF
POLR3A	TF
PRAME	TF
PRDM1	TF
PRDM4	TF
PRKDC	TF
RAC3	TF
RB1	TF
RBL1	TF
RBL2	TF
RCOR1	TF
REST	TF
RFX5	TF
RFX7	TF
RING1	TF
RNF2	TF
RUNX2	TF
RYBP	TF
SFMBT1	TF
SIN3A	TF
SIRT6	TF
SMAD3	TF
SMARCC1	TF
SMARCC2	TF
SMC1A	TF
SMC3	TF
SNAI2	TF
SNAPC1	TF
SP2	TF
SRCAP	TF
SSRP1	TF
STAT1	TF
STAT5A	TF
TAF1	TF
TAF3	TF
TCF21	TF
TEAD1	TF
TERF1	TF
TET2	TF
TET3	TF
TFAP2C	TF
TFDP1	TF
THAP1	TF
THAP11	TF
TP63	TF
TTF2	TF
VDR	TF
WDR5	TF
XRN2	TF
YAP1	TF
YY1	TF
ZBTB17	TF
ZBTB33	TF
RTF1	Glycogene
SLC35A5	Glycogene
STT3B	Glycogene
SLC35A3	Glycogene
FUT11	Glycogene
HS2ST1	Glycogene
SLC35F5	Glycogene
MAN2A1	Glycogene
GLCE	Glycogene
LAMP2	Glycogene
GANAB	Glycogene
DPM1	Glycogene
CHSY1	Glycogene
RPN2	Glycogene
MGAT2	Glycogene
CSGALNACT2	Glycogene
UGCG	Glycogene
MAN1A2	Glycogene
FUT11	Glycogene
MAN1A1	Glycogene
NEU3	Glycogene
CHSY1	Glycogene
COG5	Glycogene
B3GNT2	Glycogene
B4GALT5	Glycogene
