TF	gene	ctype	RP	cor	clst	BP
ARID2	SLC35E3	THYM	0.925814590155134	0.735070530308071	1	0.680539021752284
ARID3A	B3GNT2	THYM	0.639467468327249	0.647315190631446	1	0.413937006162861
ARID3A	SLC35E3	THYM	0.679192613270346	0.630788808303946	1	0.428427099133644
ASCL2	GCNT3	THYM	0.973911643137044	0.450179652671502	2	0.438435205240166
ASH2L	COG2	THYM	0.7355056903586	0.645668374476013	3	0.474892763511695
ATF1	SLC35A5	THYM	0.80180373631093	0.702225696985827	1	0.563047187576783
ATF1	STT3B	THYM	0.543536611552502	0.816571295495376	1	0.443836395044593
ATF1	SLC35A3	THYM	0.527056044663947	0.874401157761661	1	0.460858415659437
ATF1	FUT11	THYM	0.875509984968864	0.698823940381928	1	0.611827337539664
ATF1	MAN2A1	THYM	0.621483787846253	0.880364628385122	1	0.547132343934644
ATF1	NEU3	THYM	0.786021043590294	0.796360369951427	1	0.625956009063173
ATF1	MGAT2	THYM	0.887051750053683	0.688959677955952	1	0.611142888047249
ATF1	MAN1A1	THYM	0.635602319089543	0.754183578415064	1	0.479360831459865
ATF1	GANAB	THYM	0.970742967575693	0.670087830194957	1	0.65048304881981
ATF1	COG3	THYM	0.885602319089543	0.73222602967596	1	0.648461069978759
ATF1	GNB1	THYM	0.964086321666309	0.65522489852951	1	0.631693362287496
ATF1	B3GNT2	THYM	0.580255529310715	0.789290704637701	1	0.457990295599576
ATF1	GALK2	THYM	0.812647627227829	0.712722070663384	1	0.579191899597504
ATF2	MAN1A2	THYM	0.813721279793859	0.858140927540089	2	0.69828753380141
ATF2	MAN2A1	THYM	0.912443633240283	0.901690065872646	2	0.822741359761507
ATF2	FUT11	THYM	0.941485935151385	0.908510213587065	2	0.855349588033602
ATF2	ACER2	THYM	0.739156109083101	0.925311065273804	2	0.683949326699324
ATF2	FUT10	THYM	0.91378569894782	0.798813959677956	2	0.729944772473597
ATF2	GANAB	THYM	0.98368048099635	0.8151324106727	2	0.801829841806236
ATF2	UGDH	THYM	0.885602319089543	0.827209062479207	2	0.732578264103472
ATRX	COG3	THYM	0.982017284878415	0.834644686938586	2	0.819635509305625
AUTS2	POFUT2	THYM	0.914380804122605	0.806690398562779	2	0.737622215315819
AUTS2	UGGT2	THYM	0.934832787589243	0.822335152039391	2	0.768745862513608
AUTS2	MANBA	THYM	0.94283106983735	0.756870051234281	2	0.713600600133067
AUTS2	EXT2	THYM	0.954050136883354	0.753983964335618	2	0.71933850438225
BACH2	GCNT4	THYM	0.819519003650419	0.636028677889414	1	0.521237588397026
BACH2	CHST11	THYM	0.724071290530384	0.630971787876772	1	0.456868556736198
BACH2	ST8SIA4	THYM	0.940519647841958	0.787652205735578	1	0.740802375160367
BACH2	ST3GAL1	THYM	0.955658149022976	0.685133741433229	1	0.654753643171266
BACH2	ST6GAL1	THYM	0.99962422160189	0.662868454321645	1	0.662619362675722
BACH2	CSGALNACT2	THYM	0.742216018896285	0.64586798855546	1	0.479373567198185
BATF	FUT7	THYM	0.88549495383294	0.754008916095549	4	0.667671090347653
BCAT1	ST3GAL2	THYM	0.995168822803156	0.559784416794198	1	0.557079999084633
BCL6	SLC35A3	THYM	0.866920764440627	0.638740102468561	1	0.553737057910929
BCLAF1	GANAB	THYM	0.99227011648505	0.721812828531506	2	0.716233299447361
BCOR	MGAT2	THYM	0.984486553223469	0.695538625324373	1	0.684748423879382
BMI1	ALG10B	THYM	0.887534893708396	0.855886951893007	2	0.759629534874763
BMI1	MAN1A2	THYM	0.826873523727722	0.718685541286846	2	0.59426204597602
BMI1	ALG10	THYM	0.869765943740606	0.659391842437953	2	0.573516568132903
BMI1	GALNT4	THYM	0.887159115310286	0.838262692128552	2	0.743672388346385
BMI1	UGCG	THYM	0.792248228473266	0.721164082773305	2	0.571340967015699
BMI1	SLC35B4	THYM	0.779632810822418	0.673048772373412	2	0.524730906226061
BMI1	GFPT1	THYM	0.815117028129697	0.805675693658926	2	0.656719977051596
BMI1	GLCE	THYM	0.78043805024694	0.68516701044647	2	0.534730405726368
BMI1	EXT1	THYM	0.884528666523513	0.7434376871382	2	0.657591946047677
BMI1	GALNT3	THYM	0.992108653639682	0.826934593119968	2	0.82040896582833
BMI1	STT3A	THYM	0.986203564526519	0.750324372879101	2	0.739972571084494
BMI1	FUT11	THYM	0.826605110586214	0.740094151307472	2	0.611765607785723
BMI1	GALC	THYM	0.792570324243075	0.69296027679819	2	0.549219751269512
