key	nodeType
AEBP2	TF
AFF4	TF
ATF1	TF
ATF2	TF
ATF7IP	TF
ATRX	TF
BARX2	TF
BCOR	TF
BMI1	TF
BRD7	TF
BTAF1	TF
CARM1	TF
CBX6	TF
CCDC101	TF
CDK8	TF
CDK9	TF
CEBPG	TF
CHD4	TF
CPSF3L	TF
CREB3	TF
CSNK2A1	TF
CTBP1	TF
DBP	TF
DCP1A	TF
DDIT3	TF
DICER1	TF
DOT1L	TF
E2F4	TF
E2F8	TF
EGLN2	TF
ELF2	TF
ERF	TF
ERG	TF
ESRRA	TF
FLI1	TF
GAPDH	TF
GLYR1	TF
GMEB2	TF
GPS2	TF
GTF2I	TF
GTF3C1	TF
HBP1	TF
HECTD1	TF
HIF1A	TF
HINFP	TF
HOXA10	TF
HOXA7	TF
HOXB4	TF
HSF1	TF
INO80	TF
JMJD1C	TF
KAT2B	TF
KDM5A	TF
LARP7	TF
LDB1	TF
LMO2	TF
LYL1	TF
MAFB	TF
MAFG	TF
MBD3	TF
MECOM	TF
MLLT3	TF
MNT	TF
MSX1	TF
MYBL1	TF
MZF1	TF
NFAT5	TF
NFYC	TF
NIPBL	TF
NKX6-1	TF
NME2	TF
NPAT	TF
NR0B2	TF
NR1H3	TF
NR2C2	TF
PCGF2	TF
PHF6	TF
PIAS1	TF
PIAS4	TF
POLR2B	TF
PPARA	TF
PPARGC1A	TF
PSIP1	TF
RBBP5	TF
RBL2	TF
SATB1	TF
SIRT6	TF
SNAPC1	TF
SNAPC5	TF
SND1	TF
SP2	TF
SP4	TF
SRCAP	TF
TAF1	TF
TAF7	TF
TCF12	TF
TDRD3	TF
TFE3	TF
TOP1	TF
TOP2B	TF
TRRAP	TF
VEZF1	TF
XRN2	TF
YAP1	TF
ZBTB10	TF
ZBTB17	TF
FAM20B	Glycogene
MAN1A2	Glycogene
STT3B	Glycogene
MAN2A1	Glycogene
COG5	Glycogene
UGGT1	Glycogene
SLC35A3	Glycogene
ALG10	Glycogene
SLC35A5	Glycogene
HS2ST1	Glycogene
PIGK	Glycogene
SLC35A5	Glycogene
SLC35A3	Glycogene
MAN1A2	Glycogene
MAN2A1	Glycogene
UGGT1	Glycogene
COG5	Glycogene
SLC35A3	Glycogene
COG6	Glycogene
GNS	Glycogene
SLC35E3	Glycogene
PIGK	Glycogene
FPGT	Glycogene
ALG10	Glycogene
