key	nodeType
ALKBH3	TF
ARNT2	TF
BCOR	TF
BRD2	TF
CAMTA2	TF
CBX4	TF
CBX5	TF
CBX6	TF
CDK12	TF
CHD4	TF
CHD7	TF
CHD8	TF
CREB3	TF
CREB3L4	TF
CREBBP	TF
CREM	TF
CTBP1	TF
DAXX	TF
DDIT3	TF
DNMT3A	TF
DYRK1A	TF
E2F3	TF
E2F6	TF
EED	TF
EGLN2	TF
ERCC3	TF
FUS	TF
GAPDH	TF
GMEB1	TF
GPS2	TF
GTF2B	TF
GTF2F1	TF
GTF3C1	TF
GTF3C2	TF
H2AFX	TF
HCFC1	TF
HECTD1	TF
HINFP	TF
HMGN3	TF
HSF1	TF
ING5	TF
INO80	TF
KAT5	TF
KDM2B	TF
KDM4A	TF
L3MBTL2	TF
MAF	TF
MAFG	TF
MAZ	TF
MEF2C	TF
MEF2D	TF
MEIS3	TF
MITF	TF
MNT	TF
MXD3	TF
MXI1	TF
NFYA	TF
NFYC	TF
NR1H2	TF
PALB2	TF
PCGF1	TF
PHF20	TF
PIAS4	TF
PML	TF
POLR3A	TF
POLR3GL	TF
PPARA	TF
PRAME	TF
RAC3	TF
RNF2	TF
RUNX3	TF
SIN3A	TF
SIRT6	TF
SIX5	TF
SMAD2	TF
SMARCB1	TF
SNAPC5	TF
SP2	TF
STAT6	TF
SUPT5H	TF
TBP	TF
TCF12	TF
TCFL5	TF
TEAD1	TF
TEAD2	TF
TEAD4	TF
TERF1	TF
TFE3	TF
TGIF1	TF
WRNIP1	TF
XRN2	TF
YAP1	TF
ZBTB10	TF
RTF1	Glycogene
ALG10B	Glycogene
PIGB	Glycogene
MGAT2	Glycogene
FUT10	Glycogene
COG1	Glycogene
RFNG	Glycogene
HEXB	Glycogene
SLC35E3	Glycogene
CMAS	Glycogene
UGGT1	Glycogene
PIGM	Glycogene
SLC35E3	Glycogene
HEXB	Glycogene
GNE	Glycogene
GCNT4	Glycogene
GFPT1	Glycogene
SLC35E3	Glycogene
PIGB	Glycogene
FUT11	Glycogene
COG5	Glycogene
UGGT1	Glycogene
POFUT1	Glycogene
SLC35E3	Glycogene
B4GALT5	Glycogene
GFPT1	Glycogene
RPN2	Glycogene
PIGF	Glycogene
GMPPA	Glycogene
B3GALT4	Glycogene
GBA	Glycogene
COG1	Glycogene
B3GNT8	Glycogene
HYAL2	Glycogene
MGAT5	Glycogene
DPM1	Glycogene
CHST5	Glycogene
HYAL2	Glycogene
HYAL1	Glycogene
COG5	Glycogene
B3GALNT2	Glycogene
B3GALNT2	Glycogene
B4GALT5	Glycogene
PIGM	Glycogene
UGDH	Glycogene
STT3B	Glycogene
C1GALT1C1	Glycogene
GFPT1	Glycogene
