key	nodeType
ADNP	TF
AEBP2	TF
AFF4	TF
AHR	TF
ARID2	TF
ARNT	TF
ARNTL	TF
ATF1	TF
ATF2	TF
ATF7IP	TF
ATRX	TF
BACH1	TF
BATF3	TF
BCAT1	TF
BHLHE40	TF
BMI1	TF
BRD2	TF
BRD3	TF
BTAF1	TF
C17orf49	TF
C17orf96	TF
CASP8AP2	TF
CBFA2T3	TF
CBFB	TF
CBX6	TF
CBX8	TF
CCDC101	TF
CD59	TF
CDK9	TF
CEBPA	TF
CEBPB	TF
CHD1	TF
CHD2	TF
CHD8	TF
CIITA	TF
CLOCK	TF
CPSF3L	TF
CREB3	TF
CREB3L2	TF
CREBBP	TF
CTBP1	TF
CTBP2	TF
CTNNB1	TF
DCP1A	TF
DDIT3	TF
DDX5	TF
DEK	TF
DR1	TF
EBF1	TF
EBNA1BP2	TF
EGLN2	TF
EHMT2	TF
ELF1	TF
ELF2	TF
ELK3	TF
EP400	TF
ERCC6	TF
ERF	TF
ERG	TF
ETS1	TF
ETS2	TF
ETV4	TF
ETV7	TF
EZH1	TF
FLI1	TF
FOS	TF
FOSL1	TF
FOXA2	TF
FOXO1	TF
FOXO3	TF
FOXP3	TF
GABPA	TF
GATA2	TF
GATA3	TF
GATAD1	TF
GLI3	TF
GLIS3	TF
GLYR1	TF
GMEB1	TF
GMEB2	TF
GRHL1	TF
GRHL3	TF
GTF2F1	TF
GTF2I	TF
GTF3C2	TF
HBP1	TF
HDAC1	TF
HDAC3	TF
HDAC6	TF
HECTD1	TF
HES4	TF
HEXIM1	TF
HEY1	TF
HEYL	TF
HIF1A	TF
HINFP	TF
HMGN3	TF
HSF1	TF
INO80	TF
IRF3	TF
IRF5	TF
JMJD1C	TF
KAT2B	TF
KAT5	TF
KDM3A	TF
KDM4A	TF
KDM4C	TF
KDM5A	TF
KDM5C	TF
KDM6B	TF
KLF10	TF
KLF15	TF
KLF5	TF
LEF1	TF
LMO2	TF
LYL1	TF
MAFB	TF
