key	nodeType
AFF4	TF
ARID2	TF
ASCL1	TF
ASH2L	TF
ATF2	TF
ATF4	TF
ATF7IP	TF
ATRX	TF
BACH2	TF
BATF3	TF
BCAT1	TF
BCL11A	TF
BCL6	TF
BMI1	TF
BRD1	TF
BRD2	TF
BRD3	TF
BRD4	TF
BTAF1	TF
C17orf49	TF
C17orf96	TF
CASP8AP2	TF
CBFB	TF
CBX3	TF
CBX4	TF
CBX7	TF
CBX8	TF
CCDC101	TF
CDK8	TF
CDK9	TF
CEBPA	TF
CEBPG	TF
CEBPZ	TF
CHD2	TF
CHD4	TF
CHD5	TF
CHD7	TF
CHD8	TF
CLOCK	TF
CPSF3L	TF
CREB1	TF
CREBBP	TF
CSNK2A1	TF
CTBP1	TF
CTCF	TF
CTNNB1	TF
DAXX	TF
DCP1A	TF
DDX5	TF
DOT1L	TF
E2F3	TF
E2F6	TF
ELF2	TF
ELL	TF
EP400	TF
ERCC3	TF
ERCC6	TF
ERG	TF
ETS1	TF
ETV1	TF
EZH1	TF
EZH2	TF
FLI1	TF
FOS	TF
FOXK1	TF
FUS	TF
GABPA	TF
GLI3	TF
GLIS3	TF
GLYR1	TF
GPS2	TF
GRHL3	TF
GTF2F1	TF
GTF2I	TF
GTF3C1	TF
GTF3C2	TF
H2AFX	TF
HCFC1	TF
HDAC2	TF
HDAC6	TF
HDAC8	TF
HECTD1	TF
HES4	TF
HEXIM1	TF
HEY1	TF
HIF1A	TF
HINFP	TF
HMGN3	TF
ID3	TF
IKZF1	TF
INO80	TF
INTS3	TF
IRF8	TF
JARID2	TF
JMJD1C	TF
JMJD6	TF
JUN	TF
JUND	TF
KAT5	TF
KDM1A	TF
KDM2B	TF
KDM3A	TF
KDM4A	TF
KDM5A	TF
KDM5B	TF
KDM5C	TF
KDM6B	TF
LHX2	TF
LMO2	TF
LMTK3	TF
LYL1	TF
MAF	TF
MAFB	TF
MAFG	TF
MAZ	TF
MBD3	TF
MECP2	TF
MED1	TF
MED12	TF
MEF2A	TF
MEF2C	TF
MEF2D	TF
MITF	TF
MNT	TF
MXD1	TF
MYBL1	TF
MYC	TF
MZF1	TF
NCOR2	TF
NEUROD2	TF
NFAT5	TF
NFIC	TF
NFYA	TF
NIPBL	TF
NKX2-2	TF
NOTCH1	TF
NPAT	TF
NR1D1	TF
NR2C2	TF
NR2F1	TF
NRF1	TF
PAX6	TF
PBX1	TF
PCGF2	TF
PHF20	TF
PHF6	TF
PHF8	TF
PIAS1	TF
PIAS4	TF
POLR2B	TF
POLR3A	TF
POLR3D	TF
POLR3GL	TF
POU2F2	TF
PPARA	TF
PPARGC1A	TF
