key	nodeType
ADNP	TF
AEBP2	TF
AFF4	TF
AHR	TF
AR	TF
ARID2	TF
ASH2L	TF
ATF1	TF
ATF2	TF
ATF4	TF
ATF5	TF
ATF7IP	TF
AUTS2	TF
BACH1	TF
BATF	TF
BCAT1	TF
BCL3	TF
BMI1	TF
BRD2	TF
BTAF1	TF
CAMTA2	TF
CASP8AP2	TF
CBX7	TF
CD59	TF
CEBPB	TF
CHD1	TF
CHD2	TF
CIITA	TF
CPSF3L	TF
CREB3	TF
CREB3L2	TF
CREBBP	TF
CSNK2A1	TF
CTBP2	TF
CTNNB1	TF
DCP1A	TF
DDIT3	TF
DEK	TF
DR1	TF
E2F4	TF
EBF1	TF
ELF1	TF
ELF2	TF
ELK3	TF
ELK4	TF
ELL2	TF
EMX1	TF
ERCC3	TF
ERCC6	TF
ERF	TF
ERG	TF
ESRRA	TF
ETS1	TF
ETS2	TF
EZH1	TF
FLI1	TF
FOSL2	TF
FOXK1	TF
FOXO1	TF
FOXO3	TF
FOXP3	TF
GABPA	TF
GATA2	TF
GATA6	TF
GATAD1	TF
GLI1	TF
GLI2	TF
GLIS1	TF
GLYR1	TF
GTF2I	TF
HBP1	TF
HDAC6	TF
HECTD1	TF
HES1	TF
HEY1	TF
HEYL	TF
HIF1A	TF
HINFP	TF
HMGN3	TF
HNF4A	TF
HOXA6	TF
HOXC6	TF
HOXC9	TF
IKZF1	TF
INO80	TF
INTS3	TF
IRF1	TF
IRF2	TF
IRF3	TF
IRF4	TF
IRF5	TF
IRF8	TF
JMJD1C	TF
JMJD6	TF
JUND	TF
KAT2B	TF
KAT5	TF
KDM1B	TF
KDM3A	TF
KDM4C	TF
KDM5A	TF
KDM5C	TF
KDM6B	TF
KLF10	TF
KLF11	TF
KLF15	TF
KLF4	TF
LDB1	TF
LMO2	TF
LYL1	TF
MAFB	TF
MAFF	TF
MAFK	TF
MECOM	TF
MECP2	TF
MED1	TF
MED12	TF
MEF2A	TF
MEF2C	TF
