key	nodeType
ADNP	TF
AFF4	TF
AHR	TF
ATF1	TF
ATF4	TF
ATF7IP	TF
AUTS2	TF
BACH1	TF
BATF	TF
BATF3	TF
BCAT1	TF
BCL6	TF
BRCA1	TF
BRD1	TF
BRD4	TF
C17orf49	TF
CASP8AP2	TF
CBFB	TF
CBX3	TF
CBX6	TF
CDK12	TF
CDK8	TF
CDK9	TF
CEBPA	TF
CEBPB	TF
CEBPZ	TF
CHD1	TF
CHD2	TF
CHD4	TF
CHD8	TF
CIITA	TF
CPSF3L	TF
CREB1	TF
CREBBP	TF
DEK	TF
E2F1	TF
E2F3	TF
E2F4	TF
E2F7	TF
EBF1	TF
EBNA1BP2	TF
EED	TF
EGR2	TF
EHF	TF
ELF1	TF
ELK3	TF
ELK4	TF
EP400	TF
ERCC6	TF
ERF	TF
ERG	TF
ETS1	TF
EZH2	TF
FANCD2	TF
FLI1	TF
FOSL2	TF
FOXA1	TF
FOXK1	TF
FOXM1	TF
FOXO1	TF
FOXO3	TF
FOXP3	TF
GAPDH	TF
GATA3	TF
GLIS1	TF
GRHL1	TF
GRHL2	TF
GTF2B	TF
GTF3C2	TF
H2AFX	TF
HCFC1	TF
HDAC1	TF
HDAC2	TF
HDAC3	TF
HECTD1	TF
HES4	TF
HEY1	TF
HEYL	TF
HIF1A	TF
HSF1	TF
IKZF1	TF
INO80	TF
IRF1	TF
IRF2	TF
IRF3	TF
IRF4	TF
IRF8	TF
JMJD1C	TF
JMJD6	TF
KDM1A	TF
KDM2B	TF
KDM3A	TF
KDM5A	TF
KDM5B	TF
KDM5C	TF
KLF11	TF
KLF4	TF
KLF5	TF
LIN9	TF
LMNB1	TF
MAFF	TF
MBD2	TF
MBD3	TF
MED1	TF
MEF2A	TF
MEF2C	TF
MEIS3	TF
MRE11A	TF
MXD1	TF
MYBL1	TF
MYBL2	TF
MYC	TF
NCOR2	TF
NFATC1	TF
NFIC	TF
NIPBL	TF
NOTCH1	TF
NPAT	TF
NR1H2	TF
PCGF1	TF
PIAS1	TF
PML	TF
POLR2B	TF
POLR3A	TF
PPARA	TF
PRDM1	TF
RB1	TF
RBBP5	TF
RBL1	TF
RCOR1	TF
RELA	TF
REST	TF
RFX2	TF
RFX7	TF
RING1	TF
RLF	TF
RNF2	TF
RUNX1	TF
RUNX2	TF
RUNX3	TF
SFPQ	TF
SIRT6	TF
SIX5	TF
SMAD1	TF
SMARCA4	TF
SMARCB1	TF
SMC1A	TF
SMC3	TF
SNAI2	TF
SNAPC1	TF
SOX2	TF
SOX9	TF
SRC	TF
SRCAP	TF
SRF	TF
SSRP1	TF
STAT1	TF
STAT2	TF
STAT3	TF
STAT4	TF
STAT5A	TF
SVIL	TF
TBP	TF
TCF7	TF
TCF7L1	TF
TEAD1	TF
TEAD2	TF
TET2	TF
TGIF1	TF
THAP11	TF
TP63	TF
TRIM28	TF
TTF2	TF
UBE2I	TF
VDR	TF
WDR5	TF
WRNIP1	TF
XRN2	TF
YAP1	TF
YY1	TF
ZBTB17	TF
ZBTB2	TF
ZBTB33	TF
FUT7	Glycogene
MAN1A2	Glycogene
STT3B	Glycogene
NEU3	Glycogene
FUT11	Glycogene
MAN2A1	Glycogene
ACER2	Glycogene
COG5	Glycogene
UGCG	Glycogene
GALNT10	Glycogene
SLC35D1	Glycogene
CHSY1	Glycogene
MAN1A2	Glycogene
GALNT4	Glycogene
FAM20B	Glycogene
SLC35A5	Glycogene
STT3B	Glycogene
SLC35A3	Glycogene
