TF	gene	ctype	RP	cor	clst	BP
ADNP	FUT7	THCA	0.600547227597651	0.674340995169831	2	0.404973615104683
AEBP2	FAM20B	THCA	0.969778302646412	0.518968483127228	4	0.503284374694106
AFF4	MAN1A2	THCA	0.798636461241142	0.895395771636785	4	0.715095710470284
AFF4	STT3B	THCA	0.968703027700236	0.785356599527194	4	0.760777315786355
AFF4	NEU3	THCA	0.839757354520077	0.8128295610849	4	0.682579601892371
AFF4	FUT11	THCA	0.967629375134207	0.749183124041576	4	0.724931598177443
AFF4	ACER2	THCA	0.838683701954048	0.746175005833184	4	0.625804816197758
AFF4	SLC35E1	THCA	0.973695512132274	0.639696516056035	4	0.622869626810412
AHR	UGCG	THCA	0.999087444307263	0.65755738481096	2	0.65695732707615
AHR	GCNT4	THCA	0.972945407697676	0.659965027137543	2	0.642109942394545
AHR	GALNT5	THCA	0.972247570991465	0.63554062192873	2	0.617902825936613
AHR	B3GNT6	THCA	0.959793869772935	0.63437453956939	2	0.608868794218729
ARID2	RTF1	THCA	0.965859681142305	0.591535133815175	4	0.571339935731196
ARID2	COG6	THCA	0.989210370927049	0.520080517275893	4	0.514469041406418
ARNT	FUT11	THCA	0.990122396392527	0.530091955288806	4	0.524855917078953
ARNT	GNE	THCA	0.876476272278291	0.51595806295198	4	0.452224999668079
ARNT	NDST1	THCA	0.999785269486794	0.494673617010541	4	0.494567395490891
ARNT	GCNT1	THCA	0.931339918402405	0.463497159096664	4	0.431673406332834
ARNT	MAN2A2	THCA	0.838146875671033	0.441448276001775	4	0.369998493301252
ARNTL	PAPSS1	THCA	0.805400472407129	0.746329790084563	2	0.60109436550562
ARNTL	CHST2	THCA	0.527700236203565	0.606855275712095	2	0.320237672334652
ARNTL	B4GALT5	THCA	0.913302555293107	0.590512784295209	2	0.539316834830062
ARNTL	FUT8	THCA	0.766373201631952	0.563622864902722	2	0.431945459488472
ARNTL	B4GALNT3	THCA	0.581543912389951	0.562997926940728	2	0.327408017100543
ARNTL	B3GNT3	THCA	0.911101567532746	0.55258949656625	2	0.503465156523641
ARNTL	B3GNT6	THCA	0.562754992484432	0.551578478010141	2	0.310403542247171
ARNTL	GALNT7	THCA	0.660296328108224	0.536001840836855	2	0.353920047363824
ARNTL	UAP1	THCA	0.674146446210006	0.527027669089134	2	0.355293830170783
ARNTL	GLCE	THCA	0.549924844320378	0.518286824701909	2	0.2850188013875
ARNTL	MGAT4B	THCA	0.782048529095985	0.512809801001411	2	0.401042150579158
ARNTL	SLC17A5	THCA	0.629428816834872	0.477377927158034	2	0.300475423874165
ARNTL	UGCG	THCA	0.789403049173288	0.447708889219963	2	0.353422762292225
ATF1	SLC35A5	THCA	0.814955980244793	0.681071884163555	4	0.555043604975678
ATF1	STT3B	THCA	0.539456731801589	0.528392827513255	4	0.285045067837701
ATF1	SLC35A3	THCA	0.522493021258321	0.540074756834033	4	0.282185291403567
ATF1	FUT11	THCA	0.863324028344428	0.50202591499039	4	0.433411035262801
ATF1	GALNT4	THCA	0.765138501181018	0.47146923863275	4	0.360739266600418
ATF1	NEU3	THCA	0.790047240712905	0.52203148022546	4	0.412429530517398
ATF1	FAM20B	THCA	0.687352372772171	0.552686680764526	4	0.379890501423072
ATF1	LAMP2	THCA	0.827732445780545	0.525509567987118	4	0.434981319991055
ATF1	UGDH	THCA	0.65723641829504	0.626354408238905	4	0.411662927854247
ATF1	UGGT2	THCA	0.686976594374061	0.498595339824634	4	0.342523328523505
ATF1	SLC17A5	THCA	0.715052608975735	0.548774902447249	4	0.39240292573531
ATF2	MAN1A2	THCA	0.733465750483144	0.911214151239959	4	0.668344371290078
ATF2	MAN2A1	THCA	0.872879536182091	0.769819336116442	4	0.671959545053325
ATF2	FUT11	THCA	0.950128838307924	0.69663032566938	4	0.661888562058319
ATF2	SLC35F5	THCA	0.948357311573975	0.583054779997345	4	0.552944263658638
ATF2	FUT10	THCA	0.90433755636676	0.655775294149929	4	0.59304222703724
ATF2	GANAB	THCA	0.982875241571827	0.603342105975556	4	0.593010018161179
ATF2	PIGO	THCA	0.992430749409491	0.590155887353897	4	0.585688849555051
ATF7IP	ALG10	THCA	0.916474314241237	0.732534286875529	4	0.671348858222444
ATRX	FKTN	THCA	0.936389500241559	0.686068901735296	4	0.642427716027189
ATRX	SLC35A3	THCA	0.945622416662193	0.677776388412893	4	0.640920546367573
ATRX	FUT10	THCA	0.973482205163992	0.612667373708113	4	0.596420785989405
BACH1	CSGALNACT2	THCA	0.823759931286236	0.721058245470328	2	0.593978890742011
BACH1	UGCG	THCA	0.585355378999356	0.799722622201752	2	0.468121938613265
BACH1	MAN1A2	THCA	0.938801803736311	0.558348506364202	2	0.524178584888188
BACH1	FUT11	THCA	0.897734593085677	0.705628161636378	2	0.633466810556428
BACH1	MAN1A1	THCA	0.855593729869014	0.535362814837705	2	0.458053067580166
BACH1	ACER2	THCA	0.800407987975091	0.667203362565857	2	0.534034901001553
BACH1	B4GALT5	THCA	0.716340992054971	0.707822764757956	2	0.507042461505807
BACH1	PAPSS1	THCA	0.905948035215804	0.522516366523951	2	0.473372675620474
BACH1	GCNT4	THCA	0.689070216877818	0.608745572828467	2	0.419468443892323
BACH1	GNB1	THCA	0.957537041013528	0.61217567358773	2	0.586180883067658
BACH1	B4GALNT3	THCA	0.858546274425596	0.604920979002563	2	0.519352652844535
BACH1	MGAT3	THCA	0.910833154391239	0.526085796330444	2	0.479176385352085
BATF3	HK3	THCA	0.987868377261259	0.721575635540821	2	0.712821752152972
BATF3	ST8SIA4	THCA	0.950668312845563	0.576637817190315	2	0.548191300791265
BATF3	DSE	THCA	0.987599978528101	0.540237828166093	2	0.533538867496901
BATF3	B4GALT5	THCA	0.979333297546836	0.546238687444281	2	0.534949735022463
BCAT1	B3GNT5	THCA	0.955123731815986	0.485749351904252	2	0.463950733717986
BCAT1	FUT4	THCA	0.984003435503784	0.450362780768596	2	0.443158523499336
BCAT1	B3GNT3	THCA	0.953781738150196	0.499793053160617	2	0.476693486958927
BHLHE40	B3GNT3	THCA	0.68370195404767	0.566106647187731	2	0.387048220881627
BHLHE40	CHST15	THCA	0.793536611552502	0.449957358365965	2	0.357057637500843
BHLHE40	UGCG	THCA	0.904659652136569	0.474402128564296	2	0.429172464599824
BHLHE40	B4GALT5	THCA	0.821719991410779	0.639295789665789	2	0.525322130793119
BHLHE40	GALNT5	THCA	0.509716555722568	0.574465890892949	2	0.29281477528605
BHLHE40	FUT2	THCA	0.986149881898218	0.522535703045539	2	0.515298521845961
BHLHE40	MGAT3	THCA	0.816083315439124	0.520069283677637	2	0.424419865281696
BHLHE40	HPSE	THCA	0.600440197552072	0.512924623108175	2	0.307980562028395
BHLHE40	PAPSS1	THCA	0.624865793429246	0.485706167006038	2	0.303501169419706
BHLHE40	B4GALNT3	THCA	0.516480566888555	0.482292534316341	2	0.249094721529822
BHLHE40	CTSA	THCA	0.908202705604466	0.466849743625347	2	0.423994200271291
BHLHE40	GNB1	THCA	0.951631951900365	0.45004630636527	2	0.428278444971932
BHLHE40	B4GALT1	THCA	0.842602533820056	0.449285920673486	2	0.378569455169156
BHLHE40	MGAT4B	THCA	0.871054326819841	0.442097614812439	2	0.385091040259106
BHLHE40	UAP1	THCA	0.666738243504402	0.43801945033083	2	0.292044318934341
BMI1	ALG10B	THCA	0.83659007945029	0.487657590348976	4	0.407969502254587
BMI1	MAN1A2	THCA	0.838791067210651	0.511760840744592	4	0.429260421764776
BMI1	ALG10	THCA	0.752737814043376	0.538562456688494	4	0.405396326373527
BMI1	STT3B	THCA	0.741249731586858	0.467907175120195	4	0.34683606796541
BMI1	GALNT4	THCA	0.864182950397251	0.468821148040593	4	0.405147242922346
BMI1	UGCG	THCA	0.92897788275714	0.52523158246962	4	0.48792852343981
BMI1	PIGK	THCA	0.685097702383509	0.492992352497791	4	0.337747927988878
BMI1	FKTN	THCA	0.859512561735023	0.466506106013124	4	0.40096785824437
BMI1	NEU3	THCA	0.918080309211939	0.473954626207543	4	0.43512840978105
BMI1	MGAT4A	THCA	0.641883186600816	0.499339243433732	4	0.320517464770084
BMI1	GCNT4	THCA	0.713173716985184	0.437476288302111	4	0.311996590621298
BRD2	STT3B	THCA	0.547133347648701	0.539021100564829	4	0.294916419205322
BRD2	GANAB	THCA	0.947176293751342	0.614498173987811	4	0.582038102954742
BRD2	COG3	THCA	0.618799656431179	0.581051608439489	4	0.35955453567114
BRD2	PIGO	THCA	0.982821558943526	0.48478372284761	4	0.476455894239534
BRD2	MAN2A2	THCA	0.958825424092764	0.467162995275075	4	0.44792775706507
BRD2	FKTN	THCA	0.676776894996779	0.479288375490941	4	0.324371298572809
BRD2	POFUT2	THCA	0.774103500107365	0.537628042302416	4	0.416179749302171
BRD2	COG5	THCA	0.92500536826283	0.505827935527986	4	0.467893555780692
BRD2	STT3A	THCA	0.702383508696586	0.590639944944319	4	0.414855756906349
BRD2	PIGG	THCA	0.863270345716126	0.592281339391128	4	0.511298916617389
BRD2	B3GALNT2	THCA	0.881629804595233	0.535257660991735	4	0.471899107068245
BRD2	FPGT	THCA	0.671569680051535	0.47900836424261	4	0.321687493916419
BRD2	GALC	THCA	0.563077088254241	0.593112717740743	4	0.333968182112017
BRD2	TPST1	THCA	0.867135494953833	0.514509020855636	4	0.446149034457864
BRD2	ALG1	THCA	0.86557869873309	0.450311124632353	4	0.389779717284306
BRD3	RTF1	THCA	0.833154391238995	0.54046157934447	4	0.450287938126808
BRD3	STT3B	THCA	0.801750053682628	0.524369726078835	4	0.420413456033251
BRD3	FUT11	THCA	0.995920120249087	0.590954301538138	4	0.588543279049578
BRD3	ALG10	THCA	0.743558084603822	0.555457880544126	4	0.413015197735489
BRD3	MAN1A2	THCA	0.648593515138501	0.60200558401912	4	0.390456917871967
BRD3	MAN2A1	THCA	0.676293751342066	0.561430563748	4	0.379691982075226
BRD3	GANAB	THCA	0.979869014386944	0.504888088500129	4	0.49472419365433
BRD3	NDST1	THCA	0.567264333261757	0.625449366949907	4	0.354795118131827
BRD3	FUT10	THCA	0.726755421945459	0.55358684188379	4	0.402322238856708
BTAF1	ALG10	THCA	0.981748886145257	0.44545517158953	4	0.437325118535665
BTAF1	PIGL	THCA	0.986687422835364	0.575736643205634	4	0.568072104716451
C17orf49	B3GAT3	THCA	0.988029416501154	0.660483184684591	1	0.65257681557274
C17orf49	TSTA3	THCA	0.950668312845563	0.765015131288536	1	0.727275644163399
C17orf49	B3GALT4	THCA	0.993504750657577	0.630620965687987	1	0.626524925275284
C17orf96	GALE	THCA	0.890326390380073	0.468655222269633	1	0.417256112376093
CASP8AP2	ALG10B	THCA	0.973643244403886	0.645830705254506	4	0.628808703199647
CASP8AP2	ALG10	THCA	0.966825916581674	0.69259700350212	4	0.669620732732658
CASP8AP2	SLC35A5	THCA	0.980943689945783	0.617469460726512	4	0.605702771233897
CASP8AP2	NDST2	THCA	0.983090879811047	0.564595215702582	4	0.555048407342159
CBFA2T3	ST3GAL2	THCA	0.989532449406839	0.531271575184355	1	0.525710463092404
CBFB	CSGALNACT2	THCA	0.893439982821559	0.688410186184921	2	0.615053184919242
CBFB	GALNT7	THCA	0.748818982177367	0.60037569940659	2	0.449572720153668
CBFB	CTBS	THCA	0.611498818982177	0.495103716497865	2	0.302755337912131
CBFB	ST8SIA4	THCA	0.555561520292034	0.490208906254518	2	0.272341205219455
CBFB	SLC35F2	THCA	0.696532102211724	0.597527798091356	2	0.416197293334515
CBFB	B4GALT5	THCA	0.966609405196478	0.496598890009998	2	0.480017157693795
CBFB	UAP1	THCA	0.721816620141722	0.47195062594162	2	0.34066180569095
CBFB	GALNT4	THCA	0.512508052394245	0.536457261959593	2	0.27493866651966
CBFB	FUT8	THCA	0.820431608331544	0.516131262938205	2	0.423450402162583
CBFB	CHST15	THCA	0.759394459952759	0.494640100373121	2	0.375626951893825
CBFB	MGAT3	THCA	0.858975735452008	0.457604031867324	2	0.393070759819039
CBFB	UGCG	THCA	0.751932574618853	0.457519319487034	2	0.344023679839751
CBFB	ST6GALNAC5	THCA	0.555937298690144	0.457350654395751	2	0.254258287358943
CBX6	UGGT1	THCA	0.946696011594825	0.58872682632986	4	0.557345338405358
CBX6	ALG10	THCA	0.943904664769982	0.610267527221679	4	0.576034365702185
CBX8	SLC35B1	THCA	0.811359244148594	0.507671995136773	1	0.411904366249581
