TF	gene	ctype	RP	cor	clst	BP
AFF4	MAN2A1	OV	0.609244148593515	0.409097418978566	15	0.249240208717401
AR	B3GALT5	OV	0.91448357311574	0.427484591445445	16	0.390927636636953
ARID2	RTF1	OV	0.965859681142305	0.401878737891217	4	0.388158469637483
ARID2	SLC35E3	OV	0.925814590155134	0.438633877329873	4	0.406093643368314
ASH2L	FUT10	OV	0.934829289242001	0.462702618292502	17	0.432547959788793
ATF1	SLC35E3	OV	0.597326605110586	0.419063115792234	4	0.25031754828324
ATF2	NEU3	OV	0.720689284947391	0.41304452857276	6	0.297676765948535
BATF3	HK3	OV	0.987868377261259	0.406011340067433	3	0.401085763662084
BCOR	MAN2A2	OV	0.996940254441999	0.436143100193602	4	0.434808613280132
BRD3	POMT1	OV	0.887910672106506	0.579392981996004	13	0.514449212057865
BRD4	SLC35E1	OV	0.790100923341207	0.674509264276027	1	0.532930392506687
CBFB	GALNT7	OV	0.775499248443204	0.40541992069545	14	0.314402843803225
CBFB	COG4	OV	0.843568821129483	0.481633646111213	14	0.406291127066331
CDK8	SLC35B4	OV	0.909007945028989	0.431600688824546	5	0.392328455221497
CDK9	DPM2	OV	0.800461670603393	0.599394690253271	13	0.479792475110937
CDK9	MAN1B1	OV	0.971762937513421	0.406390521415334	13	0.394915246868176
CDK9	ST6GALNAC6	OV	0.650955550783766	0.541728928905438	13	0.352641453291139
CDK9	POMT1	OV	0.564902297616491	0.509137450866035	13	0.287612915796826
CDK9	ALG2	OV	0.703027700236204	0.43218046098789	13	0.303834835575339
CEBPA	NPL	OV	0.69889413785699	0.422813516973865	3	0.295501888419731
CEBPA	LIPA	OV	0.905357526304488	0.41664524155448	3	0.3772129052403
CHD8	POMT2	OV	0.627388876959416	0.467823076312511	1	0.293506994463405
CIITA	FUT7	OV	0.861874597380288	0.449898022217697	3	0.387755676761065
CIITA	GAL3ST4	OV	0.982499463173717	0.431059740689998	3	0.423515963823725
CPSF3L	B3GALT6	OV	0.747315868584926	0.627073203137672	1	0.468621755469161
CPSF3L	GNB1	OV	0.612089327893494	0.593382573705262	1	0.363203140722966
CREB3	PIGO	OV	0.948682162220194	0.550443197857604	18	0.52219564312295
CTNNB1	STT3B	OV	0.721762937513421	0.559664767452695	2	0.403945286579423
DNMT3A	B3GALNT2	OV	0.732714193686923	0.420629449665078	2	0.308201168052322
DNMT3A	MOGS	OV	0.906484861498819	0.431936732362675	2	0.391544109012032
