key	nodeType
ADNP	TF
AFF4	TF
AR	TF
ARID2	TF
ATF1	TF
ATF2	TF
ATF3	TF
ATF7IP	TF
ATRX	TF
BACH1	TF
BATF	TF
BATF3	TF
BCAT1	TF
BMI1	TF
BRCA1	TF
BRD1	TF
C17orf49	TF
CASP8AP2	TF
CBFB	TF
CBX3	TF
CBX4	TF
CBX7	TF
CBX8	TF
CCDC101	TF
CDK8	TF
CDK9	TF
CEBPA	TF
CEBPB	TF
CHD1	TF
CHD2	TF
CHD4	TF
CHD8	TF
CIITA	TF
CPSF3L	TF
CREB1	TF
CREB3	TF
CREB3L4	TF
CREBBP	TF
CTBP1	TF
CTNNB1	TF
DEK	TF
E2F1	TF
E2F6	TF
E2F7	TF
EBF1	TF
EGLN2	TF
EGR1	TF
EGR2	TF
EHF	TF
EHMT2	TF
ELF1	TF
ELF2	TF
ELK3	TF
ELK4	TF
ELL	TF
EP400	TF
ERCC6	TF
ERF	TF
ERG	TF
ETS1	TF
ETV1	TF
EZH1	TF
FANCD2	TF
FLI1	TF
FOS	TF
FOXA1	TF
FOXM1	TF
FOXO1	TF
FOXP3	TF
GABPA	TF
GATA6	TF
GATAD1	TF
GLI2	TF
GLYR1	TF
GTF2B	TF
GTF2F1	TF
GTF2I	TF
H2AFX	TF
HCFC1	TF
HECTD1	TF
HES4	TF
HINFP	TF
HSF1	TF
IKZF1	TF
INO80	TF
INTS3	TF
IRF1	TF
IRF4	TF
IRF5	TF
IRF8	TF
JDP2	TF
JMJD1C	TF
JMJD6	TF
JUN	TF
JUNB	TF
JUND	TF
KAT5	TF
KDM1A	TF
KDM3A	TF
KDM5A	TF
KDM5B	TF
LMO2	TF
LYL1	TF
MAFB	TF
MAX	TF
MAZ	TF
MECOM	TF
MECP2	TF
MED1	TF
MEF2A	TF
MEF2C	TF
MEIS1	TF
MITF	TF
MRE11A	TF
MSX1	TF
MXD3	TF
MYBL1	TF
MYBL2	TF
MYH11	TF
MZF1	TF
NFAT5	TF
NFATC1	TF
NFIC	TF
NFYC	TF
NIPBL	TF
NPAT	TF
NR2C2	TF
NR2F1	TF
NR5A2	TF
PBX1	TF
PCGF1	TF
PHF20	TF
PHF6	TF
PIAS1	TF
POLR2B	TF
POLR3A	TF
PPARG	TF
PRDM1	TF
PRKDC	TF
RAC3	TF
RB1	TF
RBBP5	TF
RBL2	TF
RCOR1	TF
REST	TF
RFX1	TF
RFX5	TF
RFX7	TF
RNF2	TF
RORA	TF
RUNX1	TF
RUNX2	TF
RUNX3	TF
RXRA	TF
SIN3A	TF
SIX5	TF
SMAD4	TF
SMARCC2	TF
SMC1A	TF
SMC3	TF
SOX10	TF
SOX17	TF
SPDEF	TF
SRCAP	TF
SREBF2	TF
SRF	TF
SSRP1	TF
STAT1	TF
STAT2	TF
STAT4	TF
STAT5A	TF
SUMO2	TF
TAF1	TF
TCF12	TF
TCF7	TF
TCF7L1	TF
TCF7L2	TF
TDRD3	TF
TEAD1	TF
TERF1	TF
TET2	TF
TP63	TF
TRIM28	TF
TTF2	TF
UBTF	TF
USF1	TF
USF2	TF
VEZF1	TF
WDR5	TF
XRN2	TF
YAP1	TF
YY1	TF
ZBTB17	TF
ZBTB33	TF
FUT7	Glycogene
MAN1A2	Glycogene
STT3B	Glycogene
NEU3	Glycogene
FUT11	Glycogene
ACER2	Glycogene
COG5	Glycogene
MAN2A1	Glycogene
ACER2	Glycogene
FUT11	Glycogene
SLC35A3	Glycogene
NEU3	Glycogene
SLC35F5	Glycogene
