TF	gene	ctype	RP	cor	clst	BP
ADNP	FUT7	KIRC	0.79671110975094	0.478840303137633	2	0.38149738930626
AFF4	MAN1A2	KIRC	0.792731372127979	0.795740352172057	3	0.630808341234956
AFF4	STT3B	KIRC	0.963871591153103	0.673119711985411	3	0.648800967827896
AFF4	NEU3	KIRC	0.814311788705175	0.683565871950203	3	0.556635747885582
AFF4	FUT11	KIRC	0.970313506549281	0.634986163214639	3	0.61613565063907
AFF4	COG5	KIRC	0.917919261327035	0.671040038366482	3	0.615960576338226
AHR	MAN1A2	KIRC	0.929572172419346	0.453248122506771	3	0.421326841883609
AR	MAN2A1	KIRC	0.797884904444922	0.687099041793783	3	0.54822595330583
AR	ACER2	KIRC	0.975305990981318	0.588593452015092	3	0.574058720002694
AR	FUT11	KIRC	0.885709684346146	0.665331818954422	3	0.589290835351568
AR	UGCG	KIRC	0.983519433111445	0.582118173087193	3	0.572524535598586
AR	COG5	KIRC	0.875563667597166	0.581647734852367	3	0.509269623976922
AR	MAN1A2	KIRC	0.694975305990981	0.742709454104636	3	0.516164730128764
AR	SLC35A3	KIRC	0.668295039725145	0.706967784539288	3	0.472463063653081
AR	GNE	KIRC	0.839596306635173	0.560719778810913	3	0.470778255346934
AR	FUT10	KIRC	0.842495168563453	0.560452663814947	3	0.47217866147261
AR	GANAB	KIRC	0.993182306205712	0.44307396062033	3	0.440053218028598
AR	LAMP2	KIRC	0.738941378569895	0.550011906409388	3	0.406426556352009
AR	SLC35F5	KIRC	0.976970152458664	0.572213204104116	3	0.559035221252459
AR	ALG10	KIRC	0.582402834442774	0.67243358696271	3	0.391627227021604
AR	COG8	KIRC	0.802340562593945	0.537396411121459	3	0.431174938835158
AR	SLC35E3	KIRC	0.780169637105433	0.528669823423585	3	0.412452144288972
AR	GLCE	KIRC	0.837395318874812	0.495778938912432	3	0.415162962641992
AR	GNB1	KIRC	0.928709469615632	0.47641699778121	3	0.442452977325259
AR	GCNT2	KIRC	0.974017607902083	0.443903876834948	3	0.432370192253237
AR	ASAH1	KIRC	0.998980030062272	0.443441646334343	3	0.442989349185945
ARID2	COG6	KIRC	0.989210370927049	0.481652804946417	3	0.476455949839099
ASH2L	FUT10	KIRC	0.924844320377926	0.615870142423929	3	0.569584003311115
ASH2L	COG6	KIRC	0.746456946532102	0.4794388985096	3	0.35788049623019
ASH2L	SLC35A3	KIRC	0.726540691432253	0.452925839069397	3	0.329069052285013
ASH2L	FPGT	KIRC	0.567532746403264	0.442894221630434	3	0.251356973968056
ASH2L	ASAH1	KIRC	0.812969722997638	0.541851860163481	3	0.44050915666286
ASH2L	FUT11	KIRC	0.997906377496242	0.415859295747313	3	0.414988643367339
ATF1	SLC35A5	KIRC	0.829557655142796	0.58078114357218	3	0.481791443612889
ATF1	STT3B	KIRC	0.55942666952974	0.563151553838373	3	0.315041998204299
ATF1	SLC35A3	KIRC	0.540261971226111	0.59721946899492	3	0.322654967573807
ATF1	FUT11	KIRC	0.856828430319948	0.444239874461147	3	0.380637354320075
ATF1	MAN2A1	KIRC	0.6485398325102	0.545454951590991	3	0.353749262946681
ATF1	GALNT4	KIRC	0.756978741679193	0.535966187459663	3	0.40571501016581
ATF1	LAMP2	KIRC	0.835677474769165	0.513244270066456	3	0.428906675548879
ATF1	GALC	KIRC	0.666094051964784	0.560016199366072	3	0.373023459401665
ATF2	MAN1A2	KIRC	0.741249731586858	0.838275116601774	3	0.621371205177007
ATF2	MAN2A1	KIRC	0.874973158685849	0.784588534855026	3	0.686493908610804
ATF2	FUT11	KIRC	0.951524586643762	0.709684648461704	3	0.675282391774946
ATF2	SLC35F5	KIRC	0.945028988619283	0.669271843066459	3	0.632481292964459
ATF2	ACER2	KIRC	0.736364612411424	0.656107468539443	3	0.483134321771288
ATF2	FUT10	KIRC	0.905035430534679	0.631075229806169	3	0.571145442307398
ATF2	COG5	KIRC	0.791711402190251	0.717840538892816	3	0.568322539595837
ATF2	GANAB	KIRC	0.983036289456732	0.523144355967147	3	0.514269886540176
ATF4	RFNG	KIRC	0.909222675542194	0.517791354824714	2	0.470787641006344
ATF4	DPM3	KIRC	0.66920764440627	0.404626959518624	2	0.27077945444273
ATF4	A4GALT	KIRC	0.896285162121537	0.409956168621354	2	0.367437631055514
ATF5	MAN2B1	KIRC	0.990767083579365	0.402431546457646	2	0.398715929624176
ATF5	TSTA3	KIRC	0.950614633098932	0.476151545111162	2	0.452636626355337
ATF7IP	ALG10	KIRC	0.916474314241237	0.737940448836309	3	0.676303466798127
ATF7IP	FUT10	KIRC	0.961511621665146	0.618813186566578	3	0.594996070523407
AUTS2	GNE	KIRC	0.932095120511031	0.450745906418531	3	0.420138059963035
BACH1	CSGALNACT2	KIRC	0.823759931286236	0.454619229703104	3	0.374497105421631
BACH1	UGCG	KIRC	0.585355378999356	0.474897943578165	3	0.277984065749212
BACH1	MAN1A2	KIRC	0.938801803736311	0.57072157827872	3	0.535794447119297
BACH1	MAN1A1	KIRC	0.855593729869014	0.533213479634637	3	0.456214109857035
BACH1	NEU3	KIRC	0.758267124758428	0.539112243155061	3	0.408791090539255
BACH1	COG5	KIRC	0.639252737814043	0.520390401397684	3	0.332660988825618
BACH1	UGDH	KIRC	0.684829289242001	0.485955943376192	3	0.332796863305244
BACH1	GCNT1	KIRC	0.603016963710543	0.431940948365248	3	0.260467719185464
BACH1	UGP2	KIRC	0.585355378999356	0.43534850870664	3	0.25483359131078
BATF	FUT7	KIRC	0.858653639682199	0.6744587855856	2	0.579126491058711
BATF	NAGK	KIRC	0.855486364612411	0.640095633610069	2	0.547593086601356
BATF	LAMP3	KIRC	0.829987116169208	0.470289768342416	2	0.390334448590407
BATF	MGAT1	KIRC	0.830953403478634	0.457815674652896	2	0.380423493018691
BATF	CTSA	KIRC	0.850654928065278	0.43346311942939	2	0.368727538677159
BATF	GBGT1	KIRC	0.69529740176079	0.556820897265349	2	0.387156123114709
BATF	HK3	KIRC	0.562164483573116	0.517606732752434	2	0.29098012161174
BATF	NANS	KIRC	0.884850762293322	0.493167217104336	2	0.436379387992848
BATF	TSTA3	KIRC	0.700558299334335	0.52172421015623	2	0.365498225388598
BATF	CHST11	KIRC	0.857579987116169	0.550341566418024	2	0.471961913438261
BATF	GLA	KIRC	0.633508696585785	0.405561913952192	2	0.256926999492689
BATF	SLC35C2	KIRC	0.921354949538329	0.401547708546059	2	0.369967968744686
BATF	ST8SIA1	KIRC	0.688211294824995	0.709136392594837	2	0.488035674955219
BATF	GAL3ST4	KIRC	0.719776680266266	0.475248382660777	2	0.342072703173486
BATF	ALG3	KIRC	0.699323598883401	0.431116226919124	2	0.301489751346115
BCAT1	GCNT1	KIRC	0.948413763487036	0.472804659665781	2	0.448414446667831
BCAT1	GALNT6	KIRC	0.932095120511031	0.483354091628236	2	0.450531990285721
BCL3	MOGS	KIRC	0.826229332188104	0.436206788357235	2	0.360406843440316
