key	nodeType
AFF4	TF
ARID3A	TF
ASH2L	TF
ATF1	TF
ATF2	TF
ATF3	TF
ATF4	TF
ATF5	TF
ATRX	TF
AUTS2	TF
BATF3	TF
BMI1	TF
BRD1	TF
BRD2	TF
BRD3	TF
BRD7	TF
CASP8AP2	TF
CBFA2T3	TF
CBFB	TF
CBX6	TF
CD59	TF
CDK7	TF
CDK9	TF
CEBPZ	TF
CHD2	TF
CHD4	TF
CHD7	TF
CLOCK	TF
CPSF3L	TF
CREB3L2	TF
CTBP1	TF
DICER1	TF
EED	TF
EGLN2	TF
ELF2	TF
ELK3	TF
ELL2	TF
EP400	TF
EPAS1	TF
ERCC3	TF
ERG	TF
ETS1	TF
EZH1	TF
FEV	TF
FLI1	TF
FOSL2	TF
FOXK1	TF
GABPA	TF
GATA6	TF
GLYR1	TF
GTF2I	TF
HECTD1	TF
HINFP	TF
HSF1	TF
JMJD1C	TF
JUND	TF
KAT2B	TF
KAT5	TF
KDM3A	TF
KDM4C	TF
LARP7	TF
LDB1	TF
LEO1	TF
LMO2	TF
LYL1	TF
MAFF	TF
MAX	TF
MBD3	TF
MECP2	TF
MEF2A	TF
MEF2C	TF
MEIS3	TF
MSX1	TF
MTA3	TF
MYBL1	TF
MZF1	TF
NPAT	TF
NR2C2	TF
NR2F2	TF
NRF1	TF
PBX1	TF
PBX3	TF
PCGF1	TF
PHF20	TF
PHF6	TF
PHF8	TF
POLR2B	TF
POLR3A	TF
POLR3GL	TF
POU2F2	TF
PRDM4	TF
PROX1	TF
RBBP5	TF
RBCK1	TF
RBL2	TF
RBPJ	TF
RFX5	TF
RFX7	TF
RING1	TF
SATB1	TF
SCML2	TF
SF1	TF
SIRT6	TF
SMAD4	TF
SMARCA4	TF
SMARCC2	TF
SMC3	TF
SNAPC5	TF
SOX10	TF
SOX17	TF
SP2	TF
STAT5B	TF
SUMO1	TF
SUMO2	TF
SUPT5H	TF
SVIL	TF
TAF3	TF
TAL1	TF
TBX3	TF
TEAD1	TF
TERF1	TF
TERF2	TF
TET2	TF
THAP11	TF
USF2	TF
MAN1A2	Glycogene
STT3B	Glycogene
NEU3	Glycogene
FUT11	Glycogene
MAN2A1	Glycogene
ACER2	Glycogene
COG5	Glycogene
UGCG	Glycogene
GANAB	Glycogene
CSGALNACT2	Glycogene
SLC35E3	Glycogene
DDOST	Glycogene
FUT10	Glycogene
KHK	Glycogene
SLC35E3	Glycogene
NEU3	Glycogene
RTF1	Glycogene
FAM20B	Glycogene
COG3	Glycogene
CSGALNACT2	Glycogene
NDST2	Glycogene
OGT	Glycogene
GNE	Glycogene
MAN1A2	Glycogene
MAN2A1	Glycogene
FUT11	Glycogene
SLC35F5	Glycogene
ACER2	Glycogene
NEU3	Glycogene
FUT10	Glycogene
GANAB	Glycogene
PIGO	Glycogene
GBA	Glycogene
B3GNT5	Glycogene
PMM1	Glycogene
B4GALT7	Glycogene
TSTA3	Glycogene
FKTN	Glycogene
FKTN	Glycogene
HK3	Glycogene
MGAT1	Glycogene
CHSY1	Glycogene
ALG10B	Glycogene
FAM20B	Glycogene
ALG10	Glycogene
COG5	Glycogene
UGCG	Glycogene
FKTN	Glycogene
SLC35B4	Glycogene
SLC35E3	Glycogene
GNE	Glycogene
GNPDA1	Glycogene
ALG12	Glycogene
STT3B	Glycogene
FUT11	Glycogene
RTF1	Glycogene
GANAB	Glycogene
NDST2	Glycogene
PIGO	Glycogene
NEU3	Glycogene
ALG10B	Glycogene
FKTN	Glycogene
ALG10	Glycogene
COG5	Glycogene
MAN1A2	Glycogene
ACER2	Glycogene
FUT10	Glycogene
SLC35E3	Glycogene
GNE	Glycogene
PIGN	Glycogene
RTF1	Glycogene
FUT11	Glycogene
NDST2	Glycogene
ALG10	Glycogene
MAN1A2	Glycogene
SLC35E3	Glycogene
COG3	Glycogene
PIGG	Glycogene
COG6	Glycogene
SLC35A3	Glycogene
ALG10B	Glycogene
ALG10	Glycogene
NDST2	Glycogene
RTF1	Glycogene
A4GALT	Glycogene
ST3GAL1	Glycogene
CHST11	Glycogene
CSGALNACT1	Glycogene
ALG10	Glycogene
PIGG	Glycogene
B4GALNT1	Glycogene
SLC35A1	Glycogene
DPM2	Glycogene
PIGQ	Glycogene
MAN1B1	Glycogene
RFNG	Glycogene
DPM3	Glycogene
SGSH	Glycogene
STT3A	Glycogene
SLC35E3	Glycogene
MAN1A2	Glycogene
OGT	Glycogene
NDST2	Glycogene
COG3	Glycogene
FKTN	Glycogene
ALG10B	Glycogene
NEU3	Glycogene
SLC35E3	Glycogene
FUT10	Glycogene
PIGO	Glycogene
ST3GAL2	Glycogene
OGT	Glycogene
FUT11	Glycogene
GANAB	Glycogene
PIGO	Glycogene
B3GALT6	Glycogene
PIGQ	Glycogene
SLC35C2	Glycogene
GALE	Glycogene
FUT11	Glycogene
DPM3	Glycogene
DPM2	Glycogene
B4GALT7	Glycogene
PIGC	Glycogene
FUT10	Glycogene
ALG9	Glycogene
ALG8	Glycogene
B3GALT4	Glycogene
COG3	Glycogene
FUT11	Glycogene
SLC35A3	Glycogene
PIGO	Glycogene
GLA	Glycogene
FKTN	Glycogene
OGT	Glycogene
FUT11	Glycogene
FUT10	Glycogene
POMT2	Glycogene
MGAT3	Glycogene
MFNG	Glycogene
NDST1	Glycogene
SLC35E4	Glycogene
SLC35E3	Glycogene
MFNG	Glycogene
CHSY3	Glycogene
FUT1	Glycogene
NDST1	Glycogene
CHSY1	Glycogene
ST3GAL1	Glycogene
B4GALT1	Glycogene
A4GALT	Glycogene
ST6GAL1	Glycogene
SULF2	Glycogene
HYAL1	Glycogene
EXT1	Glycogene
MFNG	Glycogene
NDST1	Glycogene
ST6GALNAC3	Glycogene
ST6GAL1	Glycogene
SULF2	Glycogene
FUT1	Glycogene
ST3GAL1	Glycogene
B4GALT1	Glycogene
A4GALT	Glycogene
GNE	Glycogene
RTF1	Glycogene
CTNS	Glycogene
XYLT2	Glycogene
GNPDA1	Glycogene
FUT7	Glycogene
B3GNT9	Glycogene
MFNG	Glycogene
ST6GAL1	Glycogene
NDST1	Glycogene
CHSY1	Glycogene
B4GALT1	Glycogene
FUT1	Glycogene
ST3GAL1	Glycogene
HYAL2	Glycogene
A4GALT	Glycogene
SULF2	Glycogene
HYAL1	Glycogene
CHSY1	Glycogene
B4GALT1	Glycogene
HAS1	Glycogene
HAS2	Glycogene
PIGO	Glycogene
GNE	Glycogene
ALG10B	Glycogene
COG3	Glycogene
RTF1	Glycogene
GNE	Glycogene
POFUT1	Glycogene
GALNT7	Glycogene
B4GALT1	Glycogene
COG7	Glycogene
ALG1	Glycogene
COG5	Glycogene
PAPSS1	Glycogene
COG5	Glycogene
UGGT1	Glycogene
SLC35A3	Glycogene
ALG10	Glycogene
FUT11	Glycogene
SLC35E3	Glycogene
SLC35E1	Glycogene
COG6	Glycogene
GANAB	Glycogene
MGAT5	Glycogene
POFUT1	Glycogene
NEU3	Glycogene
GNS	Glycogene
STT3A	Glycogene
GALNT11	Glycogene
GLB1	Glycogene
PIGG	Glycogene
NDST2	Glycogene
FUT11	Glycogene
UGCG	Glycogene
DPAGT1	Glycogene
B3GAT3	Glycogene
DPM2	Glycogene
PIGQ	Glycogene
FUT11	Glycogene
STT3B	Glycogene
CSGALNACT2	Glycogene
MAN1A2	Glycogene
NDST2	Glycogene
NEU3	Glycogene
GANAB	Glycogene
OGT	Glycogene
SLC35A3	Glycogene
DPM2	Glycogene
NEU3	Glycogene
MAN1A1	Glycogene
STT3B	Glycogene
CSGALNACT2	Glycogene
GANAB	Glycogene
FUT11	Glycogene
ACER2	Glycogene
FKTN	Glycogene
OGT	Glycogene
FAM20B	Glycogene
SLC35E3	Glycogene
B4GALT5	Glycogene
POFUT1	Glycogene
KHK	Glycogene
ALG8	Glycogene
COG8	Glycogene
FUT11	Glycogene
MGAT3	Glycogene
FUT11	Glycogene
NDST2	Glycogene
COG8	Glycogene
COG1	Glycogene
POFUT1	Glycogene
PIGO	Glycogene
SLC35E3	Glycogene
MFNG	Glycogene
HYAL2	Glycogene
FUT1	Glycogene
HYAL1	Glycogene
MGAT1	Glycogene
DPM3	Glycogene
B3GALT4	Glycogene
SULT1A3	Glycogene
DPM2	Glycogene
B4GALT1	Glycogene
HAS1	Glycogene
B3GNT5	Glycogene
PIGH	Glycogene
DPM2	Glycogene
PIGQ	Glycogene
RFNG	Glycogene
B4GALT7	Glycogene
B4GALT2	Glycogene
ALG3	Glycogene
HYAL2	Glycogene
GALE	Glycogene
A4GALT	Glycogene
IDS	Glycogene
NDST2	Glycogene
FKTN	Glycogene
SLC35A5	Glycogene
GNE	Glycogene
COG5	Glycogene
SLC35B4	Glycogene
PAPSS1	Glycogene
PIGM	Glycogene
FUT11	Glycogene
MGAT5	Glycogene
CSGALNACT2	Glycogene
RTF1	Glycogene
UGCG	Glycogene
SLC35A5	Glycogene
SLC35A3	Glycogene
MAN2A1	Glycogene
FPGT	Glycogene
OGT	Glycogene
ACER2	Glycogene
GNE	Glycogene
GALNT10	Glycogene
POFUT1	Glycogene
SLC35E1	Glycogene
CHSY3	Glycogene
MFNG	Glycogene
NDST1	Glycogene
ST3GAL1	Glycogene
A4GALT	Glycogene
HYAL1	Glycogene
HYAL2	Glycogene
MAN2B1	Glycogene
A4GALT	Glycogene
COG3	Glycogene
GCNT1	Glycogene
FUT2	Glycogene
DPM3	Glycogene
DPM2	Glycogene
GANAB	Glycogene
DPAGT1	Glycogene
PIGO	Glycogene
STT3B	Glycogene
FKTN	Glycogene
OGT	Glycogene
ALG10B	Glycogene
FUT11	Glycogene
FAM20B	Glycogene
COG3	Glycogene
COG5	Glycogene
SLC35A3	Glycogene
SLC35B4	Glycogene
GNE	Glycogene
PIGO	Glycogene
PAPSS1	Glycogene
GANAB	Glycogene
COG8	Glycogene
ASAH1	Glycogene
A4GALT	Glycogene
MFNG	Glycogene
FUT1	Glycogene
EXT1	Glycogene
B3GALT6	Glycogene
RTF1	Glycogene
MGAT3	Glycogene
FAM20B	Glycogene
ACER2	Glycogene
GNE	Glycogene
UGCG	Glycogene
RTF1	Glycogene
SLC35E3	Glycogene
GALNT13	Glycogene
IDS	Glycogene
SLC35F5	Glycogene
RFNG	Glycogene
IDUA	Glycogene
POFUT1	Glycogene
UGCG	Glycogene
FUT11	Glycogene
SLC35A3	Glycogene
RTF1	Glycogene
SLC35E3	Glycogene
SLC35E1	Glycogene
GNE	Glycogene
PIGO	Glycogene
NDST2	Glycogene
FAM20B	Glycogene
COG5	Glycogene
NDST2	Glycogene
GANAB	Glycogene
PIGN	Glycogene
FUT11	Glycogene
RTF1	Glycogene
PIGO	Glycogene
POFUT1	Glycogene
GNE	Glycogene
FUT10	Glycogene
SLC35E1	Glycogene
MAN1A2	Glycogene
MAN2A1	Glycogene
RTF1	Glycogene
GANAB	Glycogene
PIGN	Glycogene
FUT11	Glycogene
GNE	Glycogene
SLC35E3	Glycogene
ACER2	Glycogene
PIGO	Glycogene
MGAT5	Glycogene
NEU3	Glycogene
MAN2A1	Glycogene
UGCG	Glycogene
COG5	Glycogene
GANAB	Glycogene
SLC35E3	Glycogene
PIGN	Glycogene
RTF1	Glycogene
MAN2A2	Glycogene
MAN1A1	Glycogene
PIGG	Glycogene
STT3A	Glycogene
SLC35A2	Glycogene
GNE	Glycogene
GBA	Glycogene
MANBA	Glycogene
GM2A	Glycogene
PIGC	Glycogene
GCNT1	Glycogene
MGAT5	Glycogene
SLC35A2	Glycogene
GANAB	Glycogene
GBA	Glycogene
MAN1A2	Glycogene
COG5	Glycogene
FUT11	Glycogene
ACER2	Glycogene
SLC35A3	Glycogene
SLC35E1	Glycogene
PIGN	Glycogene
GANAB	Glycogene
UGCG	Glycogene
PIGO	Glycogene
RTF1	Glycogene
GNE	Glycogene
GBA	Glycogene
MANBA	Glycogene
B3GNT8	Glycogene
ALG10B	Glycogene
SLC35A5	Glycogene
ALG10	Glycogene
SLC35A3	Glycogene
STT3B	Glycogene
MAN2A1	Glycogene
FPGT	Glycogene
PIGN	Glycogene
COG6	Glycogene
SLC35D1	Glycogene
GNE	Glycogene
SLC35E3	Glycogene
GFPT1	Glycogene
PIGG	Glycogene
B4GALT7	Glycogene
RFNG	Glycogene
B3GALT6	Glycogene
NEU3	Glycogene
COG8	Glycogene
SLC35A5	Glycogene
SLC35E3	Glycogene
GANAB	Glycogene
COG5	Glycogene
COG6	Glycogene
COG1	Glycogene
GNPDA1	Glycogene
GALC	Glycogene
SLC35F5	Glycogene
PAPSS1	Glycogene
NEU3	Glycogene
POFUT1	Glycogene
RFNG	Glycogene
DPM2	Glycogene
STT3B	Glycogene
SLC35E3	Glycogene
NEU3	Glycogene
NDST2	Glycogene
GANAB	Glycogene
FUT9	Glycogene
GCNT1	Glycogene
B3GALNT2	Glycogene
DPM2	Glycogene
RFNG	Glycogene
PIGQ	Glycogene
B4GALT7	Glycogene
DPM3	Glycogene
GALK1	Glycogene
IDUA	Glycogene
ALG10B	Glycogene
COG3	Glycogene
RTF1	Glycogene
GNPDA1	Glycogene
SLC35E3	Glycogene
SLC35E1	Glycogene
PIGO	Glycogene
MGAT4B	Glycogene
ARSD	Glycogene
STT3B	Glycogene
FUT11	Glycogene
RTF1	Glycogene
SLC35A3	Glycogene
MAN2A1	Glycogene
NEU3	Glycogene
FKTN	Glycogene
PIGN	Glycogene
COG5	Glycogene
UGCG	Glycogene
GNE	Glycogene
GANAB	Glycogene
COG6	Glycogene
SLC35E3	Glycogene
POFUT1	Glycogene
ACER2	Glycogene
FUT10	Glycogene
COG8	Glycogene
PIGO	Glycogene
MANBA	Glycogene
UGCG	Glycogene
ST6GALNAC2	Glycogene
B3GALT2	Glycogene
HYAL2	Glycogene
ST6GALNAC3	Glycogene
PIGO	Glycogene
MAN1A2	Glycogene
STT3B	Glycogene
GANAB	Glycogene
ALG10	Glycogene
PIGN	Glycogene
FUT10	Glycogene
POFUT1	Glycogene
PIGG	Glycogene
COG1	Glycogene
GALK2	Glycogene
PIGY	Glycogene
PIGC	Glycogene
RFNG	Glycogene
DPM2	Glycogene
POMT1	Glycogene
B3GNT8	Glycogene
PIGQ	Glycogene
ACER2	Glycogene
FUT10	Glycogene
FUT11	Glycogene
GANAB	Glycogene
PIGO	Glycogene
GBA	Glycogene
FUT1	Glycogene
HYAL2	Glycogene
ST3GAL5	Glycogene
CSGALNACT2	Glycogene
UGCG	Glycogene
SLC35A3	Glycogene
FAM20B	Glycogene
ALG10	Glycogene
GNE	Glycogene
POFUT1	Glycogene
COG6	Glycogene
GFPT1	Glycogene
SLC35E3	Glycogene
FAM20B	Glycogene
STT3B	Glycogene
FKTN	Glycogene
SLC35F5	Glycogene
SLC35E3	Glycogene
SLC35A5	Glycogene
GALC	Glycogene
COG8	Glycogene
SLC35E3	Glycogene
FKTN	Glycogene
GALK2	Glycogene
SLC35B4	Glycogene
NDST2	Glycogene
COG8	Glycogene
COG4	Glycogene
KHK	Glycogene
DPM3	Glycogene
IDUA	Glycogene
RFNG	Glycogene
DPM2	Glycogene
