key	nodeType
ADNP	TF
AFF4	TF
ASH2L	TF
ATF1	TF
ATF2	TF
ATF4	TF
ATF5	TF
ATF7IP	TF
BACH2	TF
BATF	TF
BCAT1	TF
BCL3	TF
BCOR	TF
BMI1	TF
BRCA1	TF
BRD1	TF
BRD3	TF
BRD4	TF
BTAF1	TF
C17orf49	TF
CASP8AP2	TF
CBFA2T3	TF
CBFB	TF
CBX6	TF
CBX7	TF
CCDC101	TF
CD59	TF
CDK8	TF
CDK9	TF
CEBPB	TF
CEBPD	TF
CHD1	TF
CHD2	TF
CHD4	TF
CHD8	TF
CIITA	TF
CPSF3L	TF
CREB3	TF
CREB3L2	TF
CREBBP	TF
CTNNB1	TF
DEK	TF
DYRK1A	TF
E2F1	TF
E2F3	TF
E2F4	TF
E2F7	TF
EBF1	TF
EBNA1BP2	TF
EGLN2	TF
ELK3	TF
EP400	TF
ERCC3	TF
ERG	TF
ETS1	TF
ETV4	TF
ETV7	TF
EZH1	TF
EZH2	TF
FLI1	TF
FOSL1	TF
FOXK1	TF
FOXP3	TF
GABPA	TF
GAPDH	TF
GLI2	TF
GMEB1	TF
GPS2	TF
H2AFX	TF
HCFC1	TF
HDAC6	TF
HEY1	TF
HIF1A	TF
HIRA	TF
HOXA1	TF
HSF1	TF
IKZF1	TF
INO80	TF
IRF1	TF
IRF2	TF
IRF3	TF
IRF5	TF
IRF8	TF
JDP2	TF
JMJD1C	TF
JMJD6	TF
JUND	TF
KAT2B	TF
KAT5	TF
KDM1A	TF
KDM3A	TF
KDM4C	TF
KDM5A	TF
KDM5C	TF
KLF11	TF
KLF15	TF
KLF4	TF
LIN9	TF
LMO2	TF
LYL1	TF
MAF	TF
MAFB	TF
MAFF	TF
MAX	TF
MBD2	TF
MBD3	TF
MECP2	TF
MED12	TF
MEF2A	TF
MEF2B	TF
MEF2C	TF
MEF2D	TF
MEIS1	TF
MRE11A	TF
MXI1	TF
MYC	TF
MYH11	TF
NCOR2	TF
NFIC	TF
NFYC	TF
NIPBL	TF
NPAT	TF
NR1H2	TF
NR1H3	TF
NR2C2	TF
NR2F2	TF
NRF1	TF
PBX1	TF
PCGF1	TF
PHF20	TF
PIAS1	TF
POLR2B	TF
PPARG	TF
PRDM1	TF
PRDM4	TF
RBPJ	TF
RCOR1	TF
RFX5	TF
RFX7	TF
RLF	TF
RNF2	TF
RUNX1	TF
RUNX2	TF
SATB1	TF
SCML2	TF
SETDB1	TF
SIN3A	TF
SIRT6	TF
SMAD1	TF
SMAD4	TF
SMARCA4	TF
SMARCC1	TF
SMC1A	TF
SMC3	TF
SOX11	TF
SP2	TF
SRC	TF
SRF	TF
SSRP1	TF
STAT1	TF
STAT3	TF
STAT4	TF
STAT5A	TF
STAT5B	TF
STAT6	TF
SVIL	TF
TAF1	TF
TBP	TF
TCF12	TF
TCF7L2	TF
TEAD1	TF
TERF2	TF
THAP1	TF
THAP11	TF
TRRAP	TF
TTF2	TF
UBE2I	TF
USF1	TF
USF2	TF
VEZF1	TF
WDR5	TF
XRN2	TF
YAP1	TF
YY1	TF
ZBTB17	TF
ZBTB2	TF
FUT7	Glycogene
MAN1A2	Glycogene
STT3B	Glycogene
NEU3	Glycogene
ACER2	Glycogene
GNE	Glycogene
RTF1	Glycogene
PIGX	Glycogene
FUT11	Glycogene
MAN1A2	Glycogene
MAN2A1	Glycogene
FUT11	Glycogene
ACER2	Glycogene
RTF1	Glycogene
PMM1	Glycogene
NEU1	Glycogene
ALG10	Glycogene
UST	Glycogene
