TF	gene	ctype	RP	cor	clst	BP
AEBP2	COG5	KIRP	0.963068334317462	0.510982512460928	1	0.492111077141098
AFF4	MAN1A2	KIRP	0.798958557010951	0.835089568630616	1	0.667201956728015
AFF4	STT3B	KIRP	0.969239853983251	0.795200099863948	1	0.7707396286796
AFF4	NEU3	KIRP	0.841689929138931	0.740418672036455	1	0.623202939599505
AFF4	FUT11	KIRP	0.967199914107795	0.747352407515519	1	0.722839184357264
AFF4	ACER2	KIRP	0.8405625939446	0.687899313939721	1	0.578222431697883
AFF4	COG5	KIRP	0.937513420657075	0.652804449493682	1	0.612012932464981
AFF4	UGCG	KIRP	0.769540476701739	0.762937866215093	1	0.58711156926097
AFF4	GALNT10	KIRP	0.937352372772171	0.64477372367696	1	0.604380179789747
AFF4	SLC35E1	KIRP	0.974071290530384	0.60348086382315	1	0.587833383834607
AFF4	GANAB	KIRP	0.99892634743397	0.667207806536297	1	0.666491457162734
AHR	GALNT5	KIRP	0.972247570991465	0.513005365815305	5	0.498768220819518
AHR	GALNT4	KIRP	0.90546996618176	0.581611037488069	5	0.52663132644526
AR	MAN2A1	KIRP	0.77136568606399	0.685819445477689	1	0.529017587076923
AR	ACER2	KIRP	0.979171140219025	0.588773627847919	1	0.576510144510739
AR	FUT11	KIRP	0.85435902941808	0.715723780354794	1	0.611485074315361
AR	UGCG	KIRP	0.990873953188748	0.630927057707996	1	0.625169187844867
AR	COG5	KIRP	0.906377496242216	0.570768485863325	1	0.517331711150761
AR	MAN1A2	KIRP	0.654552286879966	0.739426967553043	1	0.483993612592563
AR	FUT10	KIRP	0.898325101996994	0.572028133388981	1	0.513867231271806
AR	GANAB	KIRP	0.991893923126476	0.593429532240798	1	0.588619146833435
AR	GALNT10	KIRP	0.851996993772815	0.535106843076163	1	0.455909421648152
AR	B4GALT5	KIRP	0.872396392527378	0.554574008390085	1	0.483808364308958
ARNT2	ALG10B	KIRP	0.95829083686725	0.45780243834473	5	0.438707881761239
ARNTL	PAPSS2	KIRP	0.845018252093622	0.430989220493797	5	0.364193757772861
ASH2L	FUT10	KIRP	0.918080309211939	0.584167529338187	1	0.536312705966377
ASH2L	COG6	KIRP	0.732338415288812	0.463816971575341	1	0.339670985947541
ASH2L	COG2	KIRP	0.781619068069573	0.446842622235616	1	0.349260713965566
ASH2L	SLC35A3	KIRP	0.728043805024694	0.46564781062164	1	0.339012003846397
ASH2L	GALK2	KIRP	0.722675542194546	0.499890300966234	1	0.361258494288568
ASH2L	FPGT	KIRP	0.615739746617994	0.41407287294204	1	0.254961125866717
ASH2L	SLC17A5	KIRP	0.609834657504831	0.46045034605632	1	0.280798579085237
ASH2L	SLC35E3	KIRP	0.739263474339704	0.521973220826677	1	0.385875736740615
ASH2L	MAN1A2	KIRP	0.671945458449646	0.459577797419929	1	0.308811213780613
ASH2L	MAN2A1	KIRP	0.600601245436977	0.456489832664842	1	0.274168362027821
ASH2L	B4GALT5	KIRP	0.702437191324887	0.44030418155064	1	0.309286032617035
ATF2	MAN1A2	KIRP	0.741249731586858	0.856352898008899	1	0.634771355792724
ATF2	MAN2A1	KIRP	0.874973158685849	0.891663377797168	1	0.780181522155682
ATF2	FUT11	KIRP	0.950182520936225	0.757319888687003	1	0.719592120987758
ATF2	SLC35F5	KIRP	0.948303628945673	0.629811153743826	1	0.597252202645731
ATF2	ACER2	KIRP	0.727775391883187	0.745954690516329	1	0.542887467217623
ATF2	FUT10	KIRP	0.903585999570539	0.749944835256009	1	0.677639653587564
ATF2	GANAB	KIRP	0.982445780545416	0.68463923518338	1	0.672620927801752
ATF2	UGDH	KIRP	0.887964354734808	0.61315707514636	1	0.54446162658342
ATF5	MAN2B1	KIRP	0.990767083579365	0.406996654809924	3	0.403238888712586
ATF7IP	ALG10	KIRP	0.916474314241237	0.754093854458383	1	0.691107648138278
ATF7IP	FUT10	KIRP	0.961511621665146	0.717896325586732	1	0.690265660202348
ATRX	FUT10	KIRP	0.973482205163992	0.595105910003921	1	0.579325013576741
BACH1	CSGALNACT2	KIRP	0.823759931286236	0.445452470687031	1	0.366945896644433
BACH1	UGCG	KIRP	0.585355378999356	0.653598191352942	1	0.382587217012695
BACH1	MAN1A2	KIRP	0.938801803736311	0.635297366340554	1	0.59641831342944
BACH1	FUT11	KIRP	0.897734593085677	0.642177513211168	1	0.5765049685114
BACH1	MAN1A1	KIRP	0.855593729869014	0.526791782407553	1	0.450719745974424
BACH1	ACER2	KIRP	0.800407987975091	0.654436695461612	1	0.523816358671496
BACH1	NEU3	KIRP	0.758267124758428	0.576261003002223	1	0.436959773856903
BACH1	COG5	KIRP	0.639252737814043	0.519549754816355	1	0.33212360319697
BACH1	SLC35E1	KIRP	0.773888769594159	0.577287382467573	1	0.446756222120063
BACH1	PAPSS1	KIRP	0.905948035215804	0.46032236385026	1	0.417028141096037
BACH1	GANAB	KIRP	0.978365900794503	0.547596141115828	1	0.535749391874381
BACH1	NDST2	KIRP	0.882488726648057	0.449015797921771	1	0.396251379752845
BACH1	FUT10	KIRP	0.700611981962637	0.518195539158142	1	0.363054003733783
BCL3	A4GALT	KIRP	0.561735022546704	0.558255861017629	6	0.313591868675568
BHLHE40	CHST15	KIRP	0.938640755851406	0.43197651179769	3	0.405470759543838
BRD1	MAN2A2	KIRP	0.959093837234271	0.456795602960109	2	0.438109847674753
BRD1	NDST2	KIRP	0.701846682413571	0.550437598272051	2	0.386322802222933
BRD1	COG3	KIRP	0.658739531887481	0.554752426933509	2	0.365437354031624
BRD1	CHSY1	KIRP	0.951256173502255	0.554945976378141	2	0.527895785989943
BRD1	IDUA	KIRP	0.892420012883831	0.483737433471319	2	0.431696966610866
BRD1	MOGS	KIRP	0.995544341850977	0.41383393079378	2	0.411990028267696
BRD3	STT3B	KIRP	0.919690788060983	0.494834688599749	1	0.455094904718214
BRD3	FUT11	KIRP	0.981372127979386	0.668951012446427	1	0.656489878598515
BRD3	NDST2	KIRP	0.956946532102212	0.577907749417145	1	0.553026816679731
BRD3	ALG10	KIRP	0.845447713120034	0.512030957823874	1	0.432895402338855
BRD3	B3GALNT2	KIRP	0.889521150955551	0.503158575627397	1	0.447570195305238
BRD3	CHSY1	KIRP	0.866813399184024	0.596752656418844	1	0.517273198582514
BRD7	DPM1	KIRP	0.974877878576413	0.446300431608957	7	0.435088417974677
C17orf49	B3GAT3	KIRP	0.988029416501154	0.504792712957978	2	0.498750049637905
CAMTA2	SGSH	KIRP	0.982607762091363	0.5171546592458	2	0.508160182376637
CBX3	C1GALT1	KIRP	0.995920120249087	0.526776021052127	1	0.52462683823057
CBX6	UGGT1	KIRP	0.946696011594825	0.568140752686681	1	0.537856584592963
CBX6	GANAB	KIRP	0.9825004025981	0.617611864644001	1	0.606803905662094
CBX7	MGAT4A	KIRP	0.950880395104144	0.428577733113599	5	0.407526164195897
CBX8	RFNG	KIRP	0.996886407558514	0.430476661215339	2	0.429136332336743
CBX8	PIGQ	KIRP	0.862465106291604	0.412963903974257	2	0.356166957335753
CCDC101	B3GAT3	KIRP	0.937838853400612	0.546823204245731	2	0.512832046882665
CDK12	GANAB	KIRP	0.999141124053894	0.607793170667739	1	0.607271151733245
