key	nodeType
ADNP	TF
AEBP2	TF
ARID2	TF
ARID3A	TF
ASCL2	TF
ATF2	TF
ATF4	TF
ATF5	TF
ATF7IP	TF
ATRX	TF
AUTS2	TF
BACH2	TF
BATF	TF
BCAT1	TF
BCOR	TF
BMI1	TF
BRD1	TF
BRD2	TF
BRD3	TF
BRD4	TF
BTAF1	TF
C17orf49	TF
CAMTA2	TF
CASP8AP2	TF
CBX2	TF
CBX3	TF
CCNT2	TF
CDK12	TF
CDK8	TF
CEBPA	TF
CEBPG	TF
CHD1	TF
CHD2	TF
CHD4	TF
CHD8	TF
CIITA	TF
CREB1	TF
CREBBP	TF
CSNK2A1	TF
DCP1A	TF
DDIT3	TF
DDX5	TF
DICER1	TF
DLX4	TF
DR1	TF
E2F2	TF
E2F6	TF
E2F7	TF
E2F8	TF
EBF1	TF
EBNA1BP2	TF
EGLN2	TF
EGR2	TF
EHMT2	TF
ELF2	TF
EP400	TF
ERCC3	TF
ERCC6	TF
ETS1	TF
ETV4	TF
ETV7	TF
EZH1	TF
FANCD2	TF
FLI1	TF
FOXH1	TF
FOXK1	TF
FOXM1	TF
FOXP3	TF
FUS	TF
GABPA	TF
GATA3	TF
GATA4	TF
GATA6	TF
GLI1	TF
GLI2	TF
GLIS3	TF
GLYR1	TF
GMEB1	TF
GRHL3	TF
GTF2I	TF
GTF3C2	TF
HBP1	TF
HCFC1	TF
HDAC1	TF
HDAC8	TF
HECTD1	TF
HEXIM1	TF
HEYL	TF
HIF1A	TF
HINFP	TF
HIRA	TF
HMGN1	TF
HNF4A	TF
ID3	TF
IKZF1	TF
INO80	TF
IRF1	TF
IRF3	TF
IRF4	TF
IRF5	TF
IRF8	TF
JARID2	TF
JMJD1C	TF
KDM3A	TF
KDM5A	TF
KDM5B	TF
KLF10	TF
KLF11	TF
KLF4	TF
L3MBTL2	TF
LDB1	TF
LMO2	TF
LYL1	TF
MBD3	TF
MECP2	TF
MED1	TF
MNT	TF
MRE11A	TF
