key	nodeType
ADNP	TF
ARID2	TF
BATF	TF
BATF3	TF
BCL3	TF
BRCA1	TF
BRD1	TF
BRD4	TF
C17orf96	TF
CBFB	TF
CBX8	TF
CDK9	TF
CEBPB	TF
CHD1	TF
CHD2	TF
CIITA	TF
CPSF3L	TF
CREB3	TF
CREBBP	TF
CTNNB1	TF
DLX6	TF
E2F1	TF
E2F4	TF
E2F6	TF
EBNA1BP2	TF
EED	TF
ELF1	TF
ERCC6	TF
ETS1	TF
ETV1	TF
ETV4	TF
EZH2	TF
FANCD2	TF
FLI1	TF
FOSL1	TF
FOXA1	TF
FOXA2	TF
FOXO1	TF
FOXP3	TF
FUS	TF
GAPDH	TF
GATA3	TF
GATA6	TF
GTF2B	TF
GTF3C1	TF
GTF3C2	TF
HBP1	TF
HDAC6	TF
HEXIM1	TF
HEY1	TF
HEYL	TF
HINFP	TF
HSF1	TF
IKZF1	TF
INO80	TF
IRF1	TF
IRF3	TF
IRF4	TF
IRF8	TF
JMJD6	TF
KDM6B	TF
KLF5	TF
LDB1	TF
MAFK	TF
MAX	TF
MBD3	TF
MECOM	TF
MED1	TF
MED12	TF
MEF2A	TF
MEF2B	TF
MEIS3	TF
MRE11A	TF
MYH11	TF
NCOR2	TF
NFIC	TF
NFYC	TF
NKX2-1	TF
NPAT	TF
NR1H2	TF
NR1H3	TF
NR2C2	TF
NR2F1	TF
NR4A1	TF
NRF1	TF
PCGF1	TF
PML	TF
POLR3A	TF
POU2F2	TF
PRDM1	TF
RAC3	TF
RBBP5	TF
RFX7	TF
RUNX1	TF
RUNX2	TF
SIN3A	TF
SMAD4	TF
SMC1A	TF
SNAPC1	TF
SOX2	TF
SRC	TF
SRCAP	TF
SREBF2	TF
SSRP1	TF
STAT1	TF
STAT4	TF
SUMO2	TF
TAF1	TF
TCF12	TF
TCF21	TF
TCF7	TF
TP63	TF
VDR	TF
WDR5	TF
XBP1	TF
YY1	TF
ZBTB17	TF
ZBTB33	TF
FUT7	Glycogene
RTF1	Glycogene
FUT7	Glycogene
FUCA1	Glycogene
ST3GAL5	Glycogene
NAAA	Glycogene
MGAT4A	Glycogene
ST6GAL1	Glycogene
HK3	Glycogene
HS3ST1	Glycogene
PIGW	Glycogene
ALG12	Glycogene
B4GALNT4	Glycogene
SLC35E1	Glycogene
PIGW	Glycogene
KHK	Glycogene
MOGS	Glycogene
COG8	Glycogene
RFNG	Glycogene
GALK1	Glycogene
DPM2	Glycogene
ST6GALNAC6	Glycogene
ST3GAL2	Glycogene
GFPT2	Glycogene
SULF2	Glycogene
OGT	Glycogene
COG1	Glycogene
OGT	Glycogene
FUT7	Glycogene
MAN2B1	Glycogene
XYLT1	Glycogene
PIGQ	Glycogene
TSTA3	Glycogene
PIGO	Glycogene
COG7	Glycogene
STT3B	Glycogene
ALG3	Glycogene
KHK	Glycogene
COG4	Glycogene
COG8	Glycogene
GNPDA1	Glycogene
PIGM	Glycogene
DDOST	Glycogene
ALG8	Glycogene
COG3	Glycogene
COG6	Glycogene
NDST2	Glycogene
CHST11	Glycogene
MFNG	Glycogene
NDST1	Glycogene
ST3GAL2	Glycogene
MGAT4A	Glycogene
LIPA	Glycogene
GFPT2	Glycogene
ST6GAL1	Glycogene
XYLT1	Glycogene
SULF1	Glycogene
CSGALNACT1	Glycogene
ST3GAL5	Glycogene
CHST15	Glycogene
PAPSS2	Glycogene
FUT7	Glycogene
GALNT10	Glycogene
MGAT1	Glycogene
GBGT1	Glycogene
HK3	Glycogene
HAS1	Glycogene
ARSB	Glycogene
SULF1	Glycogene
DSEL	Glycogene
CHST7	Glycogene
PIGW	Glycogene
KHK	Glycogene
PIGW	Glycogene
MFNG	Glycogene
ST8SIA4	Glycogene
MGAT4A	Glycogene
ST3GAL2	Glycogene
ST6GAL1	Glycogene
FUT7	Glycogene
MAN1C1	Glycogene
FUCA1	Glycogene
CHST11	Glycogene
CHST15	Glycogene
HK3	Glycogene
ST3GAL5	Glycogene
CSGALNACT2	Glycogene
CSGALNACT1	Glycogene
MGAT1	Glycogene
PAPSS2	Glycogene
NDST2	Glycogene
GNS	Glycogene
SULF1	Glycogene
STS	Glycogene
HAS3	Glycogene
ST6GALNAC1	Glycogene
HS3ST1	Glycogene
UGT2A1	Glycogene
GMDS	Glycogene
SULT1C2	Glycogene
ST3GAL5	Glycogene
SULF1	Glycogene
FUT7	Glycogene
HK3	Glycogene
CHST11	Glycogene
LIPA	Glycogene
GBGT1	Glycogene
CSGALNACT2	Glycogene
ST3GAL2	Glycogene
FUCA1	Glycogene
MGAT4A	Glycogene
ST6GALNAC5	Glycogene
XYLT1	Glycogene
B4GALNT4	Glycogene
GPI	Glycogene
CHST11	Glycogene
CHST15	Glycogene
XYLT1	Glycogene
PAPSS2	Glycogene
GFPT2	Glycogene
ST6GAL1	Glycogene
ST3GAL5	Glycogene
ST3GAL2	Glycogene
MGAT4A	Glycogene
SMPD1	Glycogene
ALG14	Glycogene
PIGQ	Glycogene
KHK	Glycogene
GNPDA1	Glycogene
OGT	Glycogene
SULT1A3	Glycogene
XYLT2	Glycogene
CHST7	Glycogene
EXTL1	Glycogene
CHPF	Glycogene
DPAGT1	Glycogene
STT3A	Glycogene
TSTA3	Glycogene
GPAA1	Glycogene
