key	nodeType
AEBP2	TF
AFF4	TF
AHR	TF
AR	TF
ARNT2	TF
ARNTL	TF
ASH2L	TF
ATF2	TF
ATF5	TF
ATF7IP	TF
ATRX	TF
BACH1	TF
BCL3	TF
BHLHE40	TF
BRD1	TF
BRD3	TF
BRD7	TF
BTAF1	TF
C17orf49	TF
CAMTA2	TF
CBX3	TF
CBX6	TF
CBX7	TF
CBX8	TF
CCDC101	TF
CDK12	TF
CDK8	TF
CDK9	TF
CEBPA	TF
CEBPB	TF
CHD1	TF
CHD2	TF
CHD4	TF
CHD7	TF
CIITA	TF
CLOCK	TF
CPSF3L	TF
CREB3L2	TF
CREB3L4	TF
CREBBP	TF
CSNK2A1	TF
CTBP1	TF
CTBP2	TF
DCP1A	TF
DDX5	TF
DOT1L	TF
E2F4	TF
E2F6	TF
EHMT2	TF
ELF1	TF
EMX1	TF
EP400	TF
ERCC3	TF
ESR1	TF
ESRRA	TF
ETV1	TF
EZH1	TF
FLI1	TF
FOSL2	TF
GAPDH	TF
GATAD1	TF
GLIS3	TF
GLYR1	TF
GMEB2	TF
GPS2	TF
GRHL1	TF
GTF2I	TF
GTF3C1	TF
GTF3C2	TF
HBP1	TF
HCFC1	TF
HES1	TF
HEXIM1	TF
HIF1A	TF
HIRA	TF
HNF1B	TF
HNF4A	TF
HOXA2	TF
HOXA6	TF
HOXC9	TF
HSF1	TF
IKZF1	TF
INO80	TF
INTS3	TF
IRF3	TF
IRF8	TF
JMJD1C	TF
JMJD6	TF
JUND	TF
KAT2B	TF
KDM1B	TF
KDM2B	TF
KDM3A	TF
KDM4C	TF
KDM6B	TF
KLF10	TF
KLF15	TF
KLF4	TF
KLF5	TF
L3MBTL2	TF
LDB1	TF
LYL1	TF
MAF	TF
MAFK	TF
MAZ	TF
MBD2	TF
MBD3	TF
MECP2	TF
MED1	TF
MEF2A	TF
MITF	TF
MLLT1	TF
MNT	TF
MYC	TF
MYH11	TF
MZF1	TF
NCOR1	TF
NFYB	TF
NFYC	TF
NR1H2	TF
NR1H3	TF
NR2C2	TF
NR2F2	TF
NRF1	TF
PALB2	TF
PCGF1	TF
PHF20	TF
POU5F1	TF
PPARA	TF
PPARGC1A	TF
PRDM4	TF
RAG1	TF
RARA	TF
RB1	TF
RBL2	TF
REST	TF
RFX2	TF
RFX5	TF
RUNX3	TF
RYBP	TF
SATB1	TF
