key	nodeType
AEBP2	TF
AFF4	TF
AHR	TF
ALKBH3	TF
ARID2	TF
ARID3A	TF
ARNT	TF
ARNTL	TF
ASH2L	TF
ATF1	TF
ATF2	TF
ATF4	TF
ATF7IP	TF
ATRX	TF
BACH1	TF
BACH2	TF
BATF	TF
BCAT1	TF
BCL11A	TF
BCL6	TF
BMI1	TF
BRCA1	TF
BRD1	TF
BRD2	TF
BRD3	TF
BRD4	TF
BRD7	TF
BTAF1	TF
CAMTA2	TF
CASP8AP2	TF
CBFA2T3	TF
CBFB	TF
CBX3	TF
CBX4	TF
CCDC101	TF
CDK8	TF
CDK9	TF
CEBPA	TF
CEBPB	TF
CEBPD	TF
CEBPG	TF
CEBPZ	TF
CHD1	TF
CHD2	TF
CHD4	TF
CHD8	TF
CIITA	TF
CPSF3L	TF
CREB3L4	TF
CREBBP	TF
CSNK2A1	TF
CTBP1	TF
DAXX	TF
DCP1A	TF
DEK	TF
DOT1L	TF
E2F1	TF
E2F3	TF
E2F4	TF
E2F6	TF
EED	TF
EGR2	TF
EHMT2	TF
ELF1	TF
ELF2	TF
EOMES	TF
EP400	TF
ERCC3	TF
ERCC6	TF
ERF	TF
ERG	TF
ETS1	TF
EZH1	TF
EZH2	TF
FOS	TF
FOSL1	TF
FOSL2	TF
FOXO1	TF
FOXP1	TF
GABPA	TF
GAPDH	TF
GATA2	TF
GATA3	TF
GATAD1	TF
GLYR1	TF
GMEB2	TF
GPS2	TF
GTF2B	TF
GTF2I	TF
GTF3C1	TF
GTF3C2	TF
H2AFX	TF
HCFC1	TF
HDAC1	TF
HDAC2	TF
HDAC3	TF
HDAC6	TF
HECTD1	TF
HIF1A	TF
HINFP	TF
HIRA	TF
HOXA2	TF
HOXA9	TF
IKZF1	TF
ING2	TF
ING5	TF
INO80	TF
INTS3	TF
IRF2	TF
IRF3	TF
IRF4	TF
IRF5	TF
IRF8	TF
JARID2	TF
JDP2	TF
JMJD1C	TF
JUNB	TF
JUND	TF
KAT2B	TF
KDM1A	TF
KDM1B	TF
KDM2B	TF
KDM3A	TF
KDM4A	TF
KDM4C	TF
KDM5A	TF
KDM5B	TF
KDM5C	TF
KDM6B	TF
KLF1	TF
KLF4	TF
L3MBTL2	TF
LDB1	TF
LEF1	TF
LEO1	TF
LIN9	TF
LYL1	TF
MAFB	TF
MAFG	TF
MAFK	TF
MAX	TF
