key	nodeType
AFF4	TF
AR	TF
ARID2	TF
ASH2L	TF
ATF1	TF
ATF2	TF
BATF3	TF
BCOR	TF
BRD3	TF
BRD4	TF
CBFB	TF
CDK8	TF
CDK9	TF
CEBPA	TF
CHD8	TF
CIITA	TF
CPSF3L	TF
CREB3	TF
CTNNB1	TF
DNMT3A	TF
E2F4	TF
E2F6	TF
E2F7	TF
EGR2	TF
ELF1	TF
EP400	TF
ERCC6	TF
ESRRA	TF
ETV1	TF
EZH2	TF
FOSL2	TF
FOXK1	TF
FOXO1	TF
FOXP1	TF
FOXP3	TF
GATA3	TF
GATAD1	TF
GLYR1	TF
GTF2B	TF
GTF2I	TF
H2AFX	TF
HCFC1	TF
HDAC3	TF
HINFP	TF
HSF1	TF
IKZF1	TF
INO80	TF
IRF1	TF
IRF2	TF
IRF8	TF
JARID2	TF
JUNB	TF
KDM1A	TF
KDM2B	TF
KDM3A	TF
KDM4C	TF
KDM5A	TF
KDM5B	TF
KDM6B	TF
LMO2	TF
LYL1	TF
MAF	TF
MAFB	TF
MAX	TF
MECOM	TF
MECP2	TF
MEF2A	TF
MEIS3	TF
MYBL2	TF
NCOR2	TF
NFATC1	TF
NFYA	TF
NFYC	TF
NOTCH1	TF
NPAT	TF
NR2C2	TF
NR2F1	TF
PBX1	TF
PHF20	TF
POLR3A	TF
POU2F1	TF
POU2F2	TF
PPARA	TF
PRDM1	TF
PRDM4	TF
RB1	TF
RBBP5	TF
RCOR1	TF
RFX1	TF
RFX7	TF
RNF2	TF
RUNX1	TF
RUNX2	TF
SCML2	TF
SETDB1	TF
SIN3A	TF
SMARCA4	TF
SMARCB1	TF
SMARCC1	TF
SP2	TF
SRC	TF
SRCAP	TF
STAT1	TF
STAT2	TF
SUMO1	TF
SUMO2	TF
SUZ12	TF
TAF1	TF
TCF12	TF
TCF7L1	TF
TET3	TF
TFAP2C	TF
THAP11	TF
TTF2	TF
USF1	TF
USF2	TF
VDR	TF
WDR5	TF
YAP1	TF
ZBTB17	TF
ZBTB33	TF
MAN2A1	Glycogene
B3GALT5	Glycogene
RTF1	Glycogene
SLC35E3	Glycogene
FUT10	Glycogene
SLC35E3	Glycogene
NEU3	Glycogene
HK3	Glycogene
MAN2A2	Glycogene
POMT1	Glycogene
SLC35E1	Glycogene
GALNT7	Glycogene
COG4	Glycogene
SLC35B4	Glycogene
DPM2	Glycogene
MAN1B1	Glycogene
ST6GALNAC6	Glycogene
POMT1	Glycogene
ALG2	Glycogene
NPL	Glycogene
LIPA	Glycogene
POMT2	Glycogene
FUT7	Glycogene
GAL3ST4	Glycogene
B3GALT6	Glycogene
GNB1	Glycogene
PIGO	Glycogene
STT3B	Glycogene
B3GALNT2	Glycogene
MOGS	Glycogene
ST3GAL2	Glycogene
COG4	Glycogene
COG8	Glycogene
EXTL2	Glycogene
SLC35B4	Glycogene
CHSY3	Glycogene
HAS1	Glycogene
COG3	Glycogene
COG6	Glycogene
POMT2	Glycogene
NDST2	Glycogene
B3GAT3	Glycogene
ST6GALNAC4	Glycogene
FUT2	Glycogene
ARSB	Glycogene
SULF1	Glycogene
CHSY3	Glycogene
GALNT5	Glycogene
